item,category,iso_year,iso_week,current_price_rs,price_change_4wk_pct,price_vs_3mo_avg_pct,days_to_festival,festival_season,expected_price_next_4wk_rs,target_buy_now
Cowpea,Grocery/Staple,2026,6,750.0,-3.23,12.34,71,0,744.62,0
Cowpea,Grocery/Staple,2026,7,730.0,-1.57,7.24,64,0,733.38,1
Cowpea,Grocery/Staple,2026,8,730.0,-5.81,5.2,57,0,738.75,1
Cowpea,Grocery/Staple,2026,9,745.0,2.97,5.22,50,0,737.5,0
Cowpea,Grocery/Staple,2026,10,745.0,-0.67,3.15,43,1,738.75,0
Cowpea,Grocery/Staple,2026,11,735.0,0.68,-0.05,36,1,736.31,1
Cowpea,Grocery/Staple,2026,12,720.25,-1.34,-3.67,29,1,731.81,1
Cowpea,Grocery/Staple,2026,13,727.0,-2.42,-2.29,22,1,735.15,1
Cowpea,Grocery/Staple,2026,14,758.33,1.79,2.1,15,1,738.4,0
Cowpea,Grocery/Staple,2026,15,748.0,1.77,0.99,8,1,742.08,0
Cowpea,Grocery/Staple,2026,17,735.0,2.05,-0.7,359,0,754.08,1
Cowpea,Grocery/Staple,2026,18,775.0,6.6,4.71,352,0,758.25,0
Cowpea,Grocery/Staple,2026,19,775.0,2.2,4.15,345,0,765.0,0
Cowpea,Grocery/Staple,2026,20,775.0,3.61,3.88,338,0,775.0,0
Cowpea,Grocery/Staple,2026,21,775.0,5.44,3.4,331,0,775.0,0
Cowpea,Grocery/Staple,2026,22,775.0,0.0,2.93,324,0,767.0,0
Cowpea,Grocery/Staple,2026,23,743.0,-4.13,-1.3,317,0,754.5,1
Cowpea,Grocery/Staple,2026,24,725.0,-6.45,-3.5,310,0,734.0,1
Cowpea,Grocery/Staple,2026,25,693.0,-10.58,-7.36,303,0,720.33,1
Cucumber,Low Country,2023,1,92.86,,0.0,102,0,96.6,1
Cucumber,Low Country,2023,2,96.6,,1.97,95,0,98.02,1
Cucumber,Low Country,2023,3,99.43,,3.26,88,0,97.75,0
Cucumber,Low Country,2023,4,97.2,,0.7,81,0,100.7,1
Cucumber,Low Country,2023,5,109.56,17.98,10.52,74,0,105.98,0
Cucumber,Low Country,2023,6,117.74,21.88,15.17,67,0,114.02,0
Cucumber,Low Country,2023,7,131.58,32.33,23.63,60,0,118.92,0
Cucumber,Low Country,2023,8,116.79,20.15,8.42,53,0,114.42,0
Cucumber,Low Country,2023,9,91.58,-16.42,-13.55,46,0,101.23,1
Cucumber,Low Country,2023,10,64.97,-44.82,-36.2,39,1,81.42,1
Cucumber,Low Country,2023,11,52.37,-60.2,-46.2,32,1,63.66,1
Cucumber,Low Country,2023,12,45.73,-60.84,-50.84,25,1,52.08,1
Cucumber,Low Country,2023,13,45.24,-50.6,-49.38,18,1,46.41,1
Cucumber,Low Country,2023,14,42.3,-34.89,-50.51,11,1,47.42,1
Cucumber,Low Country,2023,15,56.41,7.72,-31.53,4,1,47.1,0
Cucumber,Low Country,2023,16,44.45,-2.81,-43.12,363,0,49.62,1
Cucumber,Low Country,2023,17,55.31,22.28,-26.17,356,0,56.97,1
Cucumber,Low Country,2023,18,71.71,69.54,-0.42,349,0,65.09,0
Cucumber,Low Country,2023,19,88.91,57.62,27.39,342,0,76.48,0
Cucumber,Low Country,2023,20,90.01,102.49,35.15,335,0,78.57,0
Cucumber,Low Country,2023,21,63.65,15.07,1.82,328,0,76.07,1
Cucumber,Low Country,2023,22,61.71,-13.95,2.48,321,0,71.83,1
Cucumber,Low Country,2023,23,71.96,-19.07,18.45,314,0,72.64,1
Cucumber,Low Country,2023,24,93.23,3.59,45.92,307,0,78.42,0
Cucumber,Low Country,2023,25,86.79,36.35,29.43,300,0,85.44,0
Cucumber,Low Country,2023,26,89.78,45.49,27.38,293,0,83.63,0
Cucumber,Low Country,2023,27,64.72,-10.06,-10.36,286,0,73.15,1
Cucumber,Low Country,2023,28,51.33,-44.94,-28.52,279,0,62.65,1
Cucumber,Low Country,2023,29,44.78,-48.41,-37.67,272,0,51.15,1
Cucumber,Low Country,2023,30,43.76,-51.26,-38.32,265,0,46.54,1
Cucumber,Low Country,2023,31,46.3,-28.46,-32.89,258,0,46.93,1
Cucumber,Low Country,2023,32,52.9,3.06,-20.12,251,0,51.45,0
Cucumber,Low Country,2023,33,62.86,40.38,-1.99,244,0,59.25,0
Cucumber,Low Country,2023,34,74.96,71.3,15.31,237,0,67.47,0
Cucumber,Low Country,2023,35,79.15,70.95,19.3,230,0,71.38,0
Cucumber,Low Country,2023,36,68.57,29.62,3.76,223,0,74.94,1
Cucumber,Low Country,2023,37,77.1,22.66,18.9,216,0,75.52,0
Cucumber,Low Country,2023,38,77.28,3.1,20.53,209,0,75.27,0
Cucumber,Low Country,2023,39,78.12,-1.3,23.58,202,0,75.06,0
Cucumber,Low Country,2023,40,67.72,-1.24,6.74,195,0,73.6,1
Cucumber,Low Country,2023,41,71.29,-7.53,9.71,188,0,71.81,1
Cucumber,Low Country,2023,42,70.09,-9.3,4.72,181,0,72.68,1
Cucumber,Low Country,2023,43,81.61,4.46,16.85,174,0,77.75,0
Cucumber,Low Country,2023,44,87.99,29.93,20.45,167,0,82.09,0
Cucumber,Low Country,2023,45,88.65,24.35,16.96,160,0,90.52,1
Cucumber,Low Country,2023,46,103.85,48.16,31.53,153,0,103.47,0
Cucumber,Low Country,2023,47,133.39,63.45,59.85,146,0,116.19,0
Cucumber,Low Country,2023,48,138.88,57.83,57.74,139,0,120.42,0
Cucumber,Low Country,2023,49,105.56,19.07,16.15,132,0,118.68,1
Cucumber,Low Country,2023,50,96.88,-6.71,4.83,125,0,109.14,1
Cucumber,Low Country,2023,51,95.27,-28.58,1.57,118,0,99.89,1
Cucumber,Low Country,2023,52,101.86,-26.65,6.53,111,0,93.98,0
Cucumber,Low Country,2024,1,81.92,-22.4,-15.29,104,0,88.91,1
Cucumber,Low Country,2024,2,76.61,-20.92,-21.12,97,0,85.86,1
Cucumber,Low Country,2024,3,83.04,-12.84,-15.37,90,0,78.71,0
Cucumber,Low Country,2024,4,73.28,-28.06,-24.82,83,0,76.8,1
Cucumber,Low Country,2024,5,74.29,-9.32,-22.96,76,0,74.61,1
Cucumber,Low Country,2024,6,67.84,-11.44,-28.45,69,0,73.31,1
Cucumber,Low Country,2024,7,77.83,-6.27,-16.15,62,0,74.25,0
Cucumber,Low Country,2024,8,77.05,5.15,-12.92,55,0,73.89,0
Cucumber,Low Country,2024,9,72.81,-1.98,-12.7,48,0,72.47,0
Cucumber,Low Country,2024,10,62.19,-8.34,-22.33,41,1,66.92,1
Cucumber,Low Country,2024,11,55.62,-28.53,-27.66,34,1,58.8,1
Cucumber,Low Country,2024,12,44.59,-42.13,-38.91,27,1,50.26,1
Cucumber,Low Country,2024,13,38.64,-46.94,-43.29,20,1,45.04,1
Cucumber,Low Country,2024,14,41.29,-33.6,-36.48,13,1,50.68,1
Cucumber,Low Country,2024,15,78.2,40.59,20.07,6,1,60.32,0
Cucumber,Low Country,2024,16,83.14,86.46,27.65,364,0,75.48,0
Cucumber,Low Country,2024,17,99.3,156.99,47.9,357,0,95.73,0
Cucumber,Low Country,2024,18,122.29,196.13,72.64,350,0,106.99,0
Cucumber,Low Country,2024,19,123.22,57.57,64.1,343,0,113.0,0
Cucumber,Low Country,2024,20,107.18,28.91,38.57,336,0,117.44,1
Cucumber,Low Country,2024,21,117.08,17.91,45.58,329,0,114.5,0
Cucumber,Low Country,2024,22,110.5,-9.64,32.61,322,0,107.98,0
Cucumber,Low Country,2024,23,97.14,-21.17,12.94,315,0,104.82,1
Cucumber,Low Country,2024,24,94.55,-11.78,6.23,308,0,100.89,1
Cucumber,Low Country,2024,25,101.37,-13.42,8.56,301,0,94.56,0
Cucumber,Low Country,2024,26,85.19,-22.9,-12.14,294,0,91.56,1
Cucumber,Low Country,2024,27,85.11,-12.38,-15.17,287,0,88.65,1
Cucumber,Low Country,2024,28,82.93,-12.3,-17.64,280,0,81.06,0
Cucumber,Low Country,2024,29,71.02,-29.94,-28.81,273,0,73.81,1
Cucumber,Low Country,2024,30,56.18,-34.06,-41.75,266,0,62.77,1
Cucumber,Low Country,2024,31,40.98,-51.86,-54.57,259,0,51.66,1
Cucumber,Low Country,2024,32,38.48,-53.59,-54.01,252,0,43.99,1
Cucumber,Low Country,2024,33,40.35,-43.19,-48.62,245,0,41.24,1
Cucumber,Low Country,2024,34,45.14,-19.64,-38.16,238,0,46.22,1
Cucumber,Low Country,2024,35,60.91,48.66,-11.95,231,0,51.19,0
Cucumber,Low Country,2024,36,58.36,51.66,-11.84,224,0,56.56,0
Cucumber,Low Country,2024,37,61.84,53.28,-2.89,217,0,64.31,1
Cucumber,Low Country,2024,38,76.12,68.62,23.29,210,0,69.83,0
Cucumber,Low Country,2024,39,83.0,36.26,34.8,203,0,74.56,0
Cucumber,Low Country,2024,40,77.29,32.42,26.77,196,0,77.01,0
Cucumber,Low Country,2024,41,71.64,15.85,19.2,189,0,73.63,1
Cucumber,Low Country,2024,42,62.58,-17.78,5.27,182,0,69.84,1
Cucumber,Low Country,2024,43,67.85,-18.25,12.43,175,0,69.39,1
Cucumber,Low Country,2024,44,75.51,-2.3,19.84,168,0,72.98,0
Cucumber,Low Country,2024,45,85.99,20.02,29.0,161,0,88.86,1
Cucumber,Low Country,2024,46,126.1,101.5,72.14,154,0,106.68,0
Cucumber,Low Country,2024,47,139.12,105.05,72.85,147,0,119.31,0
Cucumber,Low Country,2024,48,126.01,66.89,47.4,140,0,134.05,1
Cucumber,Low Country,2024,49,144.95,68.57,57.29,133,0,136.76,0
Cucumber,Low Country,2024,50,136.95,8.61,39.85,126,0,127.09,0
Cucumber,Low Country,2024,51,100.43,-27.81,0.63,119,0,123.76,1
Cucumber,Low Country,2024,52,112.72,-10.55,10.42,112,0,118.31,1
Cucumber,Low Country,2025,1,123.12,-15.06,16.58,105,0,123.6,1
Cucumber,Low Country,2025,35,158.12,15.46,40.85,232,0,128.57,0
Cucumber,Low Country,2026,1,120.33,19.82,3.1,106,0,125.73,1
Cucumber,Low Country,2026,2,101.33,-10.11,-15.05,99,0,125.3,1
Cucumber,Low Country,2026,3,121.42,-1.38,-1.13,92,0,111.57,0
Cucumber,Low Country,2026,4,103.21,-34.73,-16.86,85,0,95.37,0
Cucumber,Low Country,2026,5,55.53,-53.85,-53.22,78,0,79.09,1
Cucumber,Low Country,2026,6,36.18,-64.29,-67.35,71,0,58.43,1
Cucumber,Low Country,2026,7,38.8,-68.05,-62.72,64,0,43.78,1
Cucumber,Low Country,2026,8,44.6,-56.79,-53.72,57,0,41.04,0
Cucumber,Low Country,2026,9,44.57,-19.74,-50.06,50,0,45.81,1
Cucumber,Low Country,2026,10,55.28,52.79,-35.56,43,1,50.3,0
Cucumber,Low Country,2026,11,56.74,46.24,-30.36,36,1,54.47,0
Cucumber,Low Country,2026,12,61.3,37.45,-20.1,29,1,60.68,0
Cucumber,Low Country,2026,13,69.42,55.74,-0.69,22,1,64.67,0
Cucumber,Low Country,2026,14,71.21,28.82,7.69,15,1,74.22,1
Cucumber,Low Country,2026,15,94.93,67.3,44.64,8,1,80.08,0
Cucumber,Low Country,2026,16,84.77,38.27,34.95,1,1,86.72,1
Cucumber,Low Country,2026,17,95.96,38.24,54.15,359,0,103.07,1
Cucumber,Low Country,2026,18,136.62,91.86,99.48,352,0,121.72,0
Cucumber,Low Country,2026,19,169.53,78.59,115.28,345,0,141.04,0
Cucumber,Low Country,2026,20,162.03,91.15,83.65,338,0,155.94,0
Cucumber,Low Country,2026,21,155.58,62.12,60.78,331,0,159.52,1
Cucumber,Low Country,2026,22,150.93,10.47,43.82,324,0,149.79,0
Cucumber,Low Country,2026,23,130.64,-22.94,17.97,317,0,137.63,1
Cucumber,Low Country,2026,24,113.37,-30.03,-1.5,310,0,124.81,1
Cucumber,Low Country,2026,25,104.3,-32.96,-11.91,303,0,116.11,1
Dried Chillies - Imported,Grocery/Staple,2023,1,1387.0,,0.0,102,0,1355.0,0
Dried Chillies - Imported,Grocery/Staple,2023,2,1355.0,,-1.17,95,0,1337.3,0
Dried Chillies - Imported,Grocery/Staple,2023,3,1319.6,,-2.53,88,0,1331.4,1
Dried Chillies - Imported,Grocery/Staple,2023,4,1319.6,,-1.91,81,0,1312.8,0
Dried Chillies - Imported,Grocery/Staple,2023,5,1257.0,-9.37,-5.32,74,0,1277.0,1
Dried Chillies - Imported,Grocery/Staple,2023,6,1211.8,-10.57,-7.38,67,0,1252.2,1
Dried Chillies - Imported,Grocery/Staple,2023,7,1220.4,-7.52,-5.82,60,0,1216.8,0
Dried Chillies - Imported,Grocery/Staple,2023,8,1178.0,-10.73,-8.04,53,0,1170.35,0
Dried Chillies - Imported,Grocery/Staple,2023,9,1071.2,-14.78,-14.83,46,0,1129.03,1
Dried Chillies - Imported,Grocery/Staple,2023,10,1046.5,-13.64,-15.37,39,1,1082.03,1
Dried Chillies - Imported,Grocery/Staple,2023,11,1032.4,-15.4,-15.24,32,1,1067.03,1
Dried Chillies - Imported,Grocery/Staple,2023,12,1118.0,-5.09,-7.58,25,1,1056.92,0
Dried Chillies - Imported,Grocery/Staple,2023,13,1030.8,-3.77,-13.81,18,1,1056.3,1
Dried Chillies - Imported,Grocery/Staple,2023,14,1044.0,-0.24,-10.74,11,1,1060.2,1
Dried Chillies - Imported,Grocery/Staple,2023,15,1048.0,1.51,-8.55,4,1,1051.85,1
Dried Chillies - Imported,Grocery/Staple,2023,16,1084.6,-2.99,-3.84,363,0,1067.95,0
Dried Chillies - Imported,Grocery/Staple,2023,17,1095.2,6.25,-1.39,356,0,1080.12,0
Dried Chillies - Imported,Grocery/Staple,2023,18,1092.67,4.66,-0.48,349,0,1089.67,0
Dried Chillies - Imported,Grocery/Staple,2023,19,1086.2,3.65,-0.19,342,0,1079.22,0
Dried Chillies - Imported,Grocery/Staple,2023,20,1042.8,-3.85,-2.96,335,0,1056.72,1
Dried Chillies - Imported,Grocery/Staple,2023,21,1005.2,-8.22,-5.29,328,0,1029.2,1
Dried Chillies - Imported,Grocery/Staple,2023,22,982.6,-10.07,-6.82,321,0,993.25,1
Dried Chillies - Imported,Grocery/Staple,2023,23,942.4,-13.24,-9.95,314,0,973.55,1
Dried Chillies - Imported,Grocery/Staple,2023,24,964.0,-7.56,-7.42,307,0,960.25,0
Dried Chillies - Imported,Grocery/Staple,2023,25,952.0,-5.29,-7.44,300,0,971.35,1
Dried Chillies - Imported,Grocery/Staple,2023,26,1027.0,4.52,-0.12,293,0,1015.0,0
Dried Chillies - Imported,Grocery/Staple,2023,27,1117.0,18.53,8.05,286,0,1050.9,0
Dried Chillies - Imported,Grocery/Staple,2023,28,1107.6,14.9,6.66,279,0,1084.6,0
Dried Chillies - Imported,Grocery/Staple,2023,29,1086.8,14.16,4.64,272,0,1098.65,1
Dried Chillies - Imported,Grocery/Staple,2023,30,1083.2,5.47,4.39,265,0,1086.9,1
Dried Chillies - Imported,Grocery/Staple,2023,31,1070.0,-4.21,3.29,258,0,1071.0,1
Dried Chillies - Imported,Grocery/Staple,2023,32,1044.0,-5.74,1.1,251,0,1058.6,1
Dried Chillies - Imported,Grocery/Staple,2023,33,1037.2,-4.56,0.48,244,0,1045.3,1
Dried Chillies - Imported,Grocery/Staple,2023,34,1030.0,-4.91,-0.4,237,0,1035.3,1
Dried Chillies - Imported,Grocery/Staple,2023,35,1030.0,-3.74,-0.75,230,0,1021.3,0
Dried Chillies - Imported,Grocery/Staple,2023,36,988.0,-5.36,-5.12,223,0,1017.0,1
Dried Chillies - Imported,Grocery/Staple,2023,37,1020.0,-1.66,-2.45,216,0,1014.5,0
Dried Chillies - Imported,Grocery/Staple,2023,38,1020.0,-0.97,-2.93,209,0,1012.0,0
Dried Chillies - Imported,Grocery/Staple,2023,39,1020.0,-0.97,-2.88,202,0,1020.0,0
Dried Chillies - Imported,Grocery/Staple,2023,40,1020.0,3.24,-2.19,195,0,1025.0,1
Dried Chillies - Imported,Grocery/Staple,2023,41,1040.0,1.96,0.23,188,0,1025.0,0
Dried Chillies - Imported,Grocery/Staple,2023,42,1020.0,0.0,-1.21,181,0,1026.0,1
Dried Chillies - Imported,Grocery/Staple,2023,43,1024.0,0.39,-0.38,174,0,1026.0,1
Dried Chillies - Imported,Grocery/Staple,2023,44,1020.0,0.0,-0.4,167,0,1021.0,1
Dried Chillies - Imported,Grocery/Staple,2023,45,1020.0,-1.92,-0.22,160,0,1021.0,1
Dried Chillies - Imported,Grocery/Staple,2023,46,1020.0,0.0,-0.09,153,0,1024.8,1
Dried Chillies - Imported,Grocery/Staple,2023,47,1039.2,1.48,1.72,146,0,1027.3,0
Dried Chillies - Imported,Grocery/Staple,2023,48,1030.0,0.98,0.82,139,0,1029.4,0
Dried Chillies - Imported,Grocery/Staple,2023,49,1028.4,0.82,0.36,132,0,1036.4,1
Dried Chillies - Imported,Grocery/Staple,2023,50,1048.0,2.75,2.06,125,0,1041.6,0
Dried Chillies - Imported,Grocery/Staple,2023,51,1060.0,2.0,2.92,118,0,1047.43,0
Dried Chillies - Imported,Grocery/Staple,2023,52,1053.33,2.27,2.01,111,0,1048.33,0
Dried Chillies - Imported,Grocery/Staple,2024,1,1032.0,0.35,-0.14,104,0,1041.93,1
Dried Chillies - Imported,Grocery/Staple,2024,2,1022.4,-2.44,-0.94,97,0,1019.43,0
Dried Chillies - Imported,Grocery/Staple,2024,3,970.0,-8.49,-5.67,90,0,987.97,1
Dried Chillies - Imported,Grocery/Staple,2024,4,927.5,-11.95,-9.14,83,0,964.68,1
Dried Chillies - Imported,Grocery/Staple,2024,5,938.8,-9.03,-7.47,76,0,936.58,0
Dried Chillies - Imported,Grocery/Staple,2024,6,910.0,-10.99,-9.55,69,0,918.08,1
Dried Chillies - Imported,Grocery/Staple,2024,7,896.0,-7.63,-10.09,62,0,898.08,1
Dried Chillies - Imported,Grocery/Staple,2024,8,847.5,-8.63,-13.68,55,0,878.38,1
Dried Chillies - Imported,Grocery/Staple,2024,9,860.0,-8.39,-11.23,48,0,865.88,1
Dried Chillies - Imported,Grocery/Staple,2024,10,860.0,-5.49,-10.02,41,1,851.88,0
Dried Chillies - Imported,Grocery/Staple,2024,11,840.0,-6.25,-10.62,34,1,838.0,0
Dried Chillies - Imported,Grocery/Staple,2024,12,792.0,-6.55,-13.84,27,1,824.25,1
Dried Chillies - Imported,Grocery/Staple,2024,13,805.0,-6.4,-10.56,20,1,782.75,0
Dried Chillies - Imported,Grocery/Staple,2024,14,694.0,-19.3,-20.6,13,1,737.75,1
Dried Chillies - Imported,Grocery/Staple,2024,15,660.0,-21.43,-22.01,6,1,704.75,1
Dried Chillies - Imported,Grocery/Staple,2024,16,660.0,-16.67,-19.74,364,0,671.0,1
Dried Chillies - Imported,Grocery/Staple,2024,17,670.0,-16.77,-16.52,357,0,671.25,1
Dried Chillies - Imported,Grocery/Staple,2024,18,695.0,0.14,-11.33,350,0,687.5,0
Dried Chillies - Imported,Grocery/Staple,2024,19,725.0,9.85,-5.79,343,0,714.5,0
Dried Chillies - Imported,Grocery/Staple,2024,20,768.0,16.36,1.09,336,0,747.83,0
Dried Chillies - Imported,Grocery/Staple,2024,21,803.33,19.9,6.21,329,0,766.58,0
Dried Chillies - Imported,Grocery/Staple,2024,22,770.0,10.79,2.75,322,0,777.93,1
Dried Chillies - Imported,Grocery/Staple,2024,23,770.4,6.26,3.76,315,0,772.43,1
Dried Chillies - Imported,Grocery/Staple,2024,24,746.0,-2.86,1.46,308,0,758.27,1
Dried Chillies - Imported,Grocery/Staple,2024,25,746.67,-7.05,2.03,301,0,750.77,1
Dried Chillies - Imported,Grocery/Staple,2024,26,740.0,-3.9,1.82,294,0,743.17,1
Dried Chillies - Imported,Grocery/Staple,2024,27,740.0,-3.95,1.32,287,0,741.67,1
Dried Chillies - Imported,Grocery/Staple,2024,28,740.0,-0.8,0.48,280,0,745.5,1
Dried Chillies - Imported,Grocery/Staple,2024,29,762.0,2.05,2.37,273,0,747.5,0
Dried Chillies - Imported,Grocery/Staple,2024,30,748.0,1.08,-0.31,266,0,747.5,0
Dried Chillies - Imported,Grocery/Staple,2024,31,740.0,0.0,-1.83,259,0,747.5,1
Dried Chillies - Imported,Grocery/Staple,2024,32,740.0,0.0,-1.98,252,0,742.0,1
Dried Chillies - Imported,Grocery/Staple,2024,33,740.0,-2.89,-1.7,245,0,740.0,0
Dried Chillies - Imported,Grocery/Staple,2024,34,740.0,-1.07,-1.06,238,0,740.6,1
Dried Chillies - Imported,Grocery/Staple,2024,35,742.4,0.32,-0.46,231,0,733.1,0
Dried Chillies - Imported,Grocery/Staple,2024,36,710.0,-4.05,-4.2,224,0,725.6,1
Dried Chillies - Imported,Grocery/Staple,2024,37,710.0,-4.05,-3.84,217,0,713.93,1
Dried Chillies - Imported,Grocery/Staple,2024,38,693.33,-6.31,-5.58,210,0,703.33,1
Dried Chillies - Imported,Grocery/Staple,2024,39,700.0,-5.71,-4.27,203,0,705.83,1
Dried Chillies - Imported,Grocery/Staple,2024,40,720.0,1.41,-1.33,196,0,706.83,0
Dried Chillies - Imported,Grocery/Staple,2024,41,714.0,0.56,-1.88,189,0,707.88,0
Dried Chillies - Imported,Grocery/Staple,2024,42,697.5,0.6,-3.49,182,0,710.38,1
Dried Chillies - Imported,Grocery/Staple,2024,43,710.0,1.43,-1.36,175,0,705.38,0
Dried Chillies - Imported,Grocery/Staple,2024,44,700.0,-2.78,-2.33,168,0,695.88,0
Dried Chillies - Imported,Grocery/Staple,2024,45,676.0,-5.32,-5.03,161,0,689.0,1
Dried Chillies - Imported,Grocery/Staple,2024,46,670.0,-3.94,-5.15,154,0,679.0,1
Dried Chillies - Imported,Grocery/Staple,2024,47,670.0,-5.63,-4.42,147,0,671.5,1
Dried Chillies - Imported,Grocery/Staple,2024,48,670.0,-4.29,-3.66,140,0,671.5,1
Dried Chillies - Imported,Grocery/Staple,2024,49,676.0,0.0,-2.43,133,0,676.0,0
Dried Chillies - Imported,Grocery/Staple,2024,50,688.0,2.69,-0.45,126,0,686.0,0
Dried Chillies - Imported,Grocery/Staple,2024,51,710.0,5.97,2.54,119,0,696.75,0
Dried Chillies - Imported,Grocery/Staple,2024,52,713.0,6.42,2.82,112,0,705.25,0
Dried Chillies - Imported,Grocery/Staple,2025,1,710.0,5.03,2.5,105,0,764.5,1
Dried Chillies - Imported,Grocery/Staple,2025,35,925.0,34.45,30.49,232,0,780.75,0
Dried Chillies - Imported,Grocery/Staple,2026,1,775.0,9.15,8.41,106,0,795.25,1
Dried Chillies - Imported,Grocery/Staple,2026,2,771.0,8.13,7.15,99,0,808.58,1
Dried Chillies - Imported,Grocery/Staple,2026,3,763.33,7.51,5.37,92,0,761.83,0
Dried Chillies - Imported,Grocery/Staple,2026,4,738.0,-20.22,1.21,85,0,768.21,1
Dried Chillies - Imported,Grocery/Staple,2026,5,800.5,3.29,8.29,78,0,777.02,0
Dried Chillies - Imported,Grocery/Staple,2026,6,806.25,4.57,7.54,71,0,799.94,0
Dried Chillies - Imported,Grocery/Staple,2026,7,855.0,12.01,11.92,64,0,836.81,0
Dried Chillies - Imported,Grocery/Staple,2026,8,885.5,19.99,13.52,57,0,861.44,0
Dried Chillies - Imported,Grocery/Staple,2026,9,899.0,12.3,12.9,50,0,891.12,0
Dried Chillies - Imported,Grocery/Staple,2026,10,925.0,14.73,13.8,43,1,896.12,0
Dried Chillies - Imported,Grocery/Staple,2026,11,875.0,2.34,6.03,36,1,893.12,1
Dried Chillies - Imported,Grocery/Staple,2026,12,873.5,-1.36,4.25,29,1,908.88,1
Dried Chillies - Imported,Grocery/Staple,2026,13,962.0,7.01,14.43,22,1,921.38,0
Dried Chillies - Imported,Grocery/Staple,2026,14,975.0,5.41,13.89,15,1,944.38,0
Dried Chillies - Imported,Grocery/Staple,2026,15,967.0,10.51,11.0,8,1,961.75,0
Dried Chillies - Imported,Grocery/Staple,2026,17,943.0,7.96,6.56,359,0,955.0,1
Dried Chillies - Imported,Grocery/Staple,2026,18,935.0,-2.81,3.87,352,0,943.25,1
Dried Chillies - Imported,Grocery/Staple,2026,19,928.0,-4.82,1.98,345,0,932.38,1
Dried Chillies - Imported,Grocery/Staple,2026,20,923.5,-4.5,0.49,338,0,927.12,1
Dried Chillies - Imported,Grocery/Staple,2026,21,922.0,-2.23,-0.23,331,0,940.72,1
Dried Chillies - Imported,Grocery/Staple,2026,22,989.38,5.82,6.14,324,0,962.22,0
Dried Chillies - Imported,Grocery/Staple,2026,23,1014.0,9.27,7.76,317,0,983.22,0
Dried Chillies - Imported,Grocery/Staple,2026,24,1007.5,9.1,6.36,310,0,1005.72,0
Dried Chillies - Imported,Grocery/Staple,2026,25,1012.0,9.76,5.65,303,0,1011.17,0
Drumstick,Low Country,2023,16,297.22,,0.0,363,0,283.5,0
Drumstick,Low Country,2023,17,283.5,,-2.36,356,0,294.42,1
Drumstick,Low Country,2023,18,305.33,,3.38,349,0,311.12,1
Drumstick,Low Country,2023,19,344.52,,11.99,342,0,334.28,0
Drumstick,Low Country,2023,20,403.78,35.85,23.53,335,0,378.37,0
Drumstick,Low Country,2023,21,459.83,62.2,31.75,328,0,412.12,0
Drumstick,Low Country,2023,22,440.33,44.21,21.61,321,0,445.65,1
Drumstick,Low Country,2023,23,478.67,38.94,27.09,314,0,492.69,1
Drumstick,Low Country,2023,24,591.94,46.6,47.78,307,0,510.67,0
Drumstick,Low Country,2023,25,531.75,15.64,28.54,300,0,523.95,0
Drumstick,Low Country,2023,26,493.44,12.06,17.22,293,0,518.63,1
Drumstick,Low Country,2023,27,457.38,-4.45,7.88,286,0,451.81,0
Drumstick,Low Country,2023,28,324.68,-45.15,-22.02,279,0,365.59,1
Drumstick,Low Country,2023,29,186.88,-64.86,-54.18,272,0,282.44,1
Drumstick,Low Country,2023,30,160.81,-67.41,-59.64,265,0,219.03,1
Drumstick,Low Country,2023,31,203.75,-55.45,-47.84,258,0,187.29,0
Drumstick,Low Country,2023,32,197.74,-39.1,-47.87,251,0,194.53,0
Drumstick,Low Country,2023,33,215.83,15.49,-40.84,244,0,208.47,0
Drumstick,Low Country,2023,34,216.55,34.66,-37.44,237,0,196.09,0
Drumstick,Low Country,2023,35,154.24,-24.3,-52.41,230,0,167.76,1
Drumstick,Low Country,2023,36,84.4,-57.31,-71.27,223,0,130.7,1
Drumstick,Low Country,2023,37,67.62,-68.67,-73.32,216,0,92.77,1
Drumstick,Low Country,2023,38,64.82,-70.07,-70.2,209,0,75.29,1
Drumstick,Low Country,2023,39,84.33,-45.32,-54.68,202,0,76.6,0
Drumstick,Low Country,2023,40,89.64,6.21,-43.19,195,0,86.1,0
Drumstick,Low Country,2023,41,105.6,56.16,-25.08,188,0,106.37,1
Drumstick,Low Country,2023,42,145.9,125.09,5.89,181,0,135.65,0
Drumstick,Low Country,2023,43,201.47,138.9,42.97,174,0,180.88,0
Drumstick,Low Country,2023,44,270.54,201.79,85.23,167,0,236.87,0
Drumstick,Low Country,2023,45,329.58,212.12,111.01,160,0,297.99,0
Drumstick,Low Country,2023,46,390.36,167.54,130.14,153,0,361.68,0
Drumstick,Low Country,2023,47,456.25,126.46,142.61,146,0,410.09,0
Drumstick,Low Country,2024,10,464.17,71.57,119.05,41,1,440.19,0
Drumstick,Low Country,2024,11,450.0,36.54,87.48,34,1,420.4,0
Drumstick,Low Country,2024,12,311.18,-20.28,20.26,27,1,372.05,1
Drumstick,Low Country,2024,13,262.83,-42.39,-4.07,20,1,316.88,1
Drumstick,Low Country,2024,14,243.51,-47.54,-14.93,13,1,265.44,1
Drumstick,Low Country,2024,15,244.23,-45.73,-18.08,6,1,247.59,1
Drumstick,Low Country,2024,16,239.81,-22.94,-22.25,364,0,238.68,0
