bank_txn_id,date,txn_type,amount_abs_rs,direction,channel,weekday,day_of_month,created_offline,amount_zscore,target_anomaly
BNK011790,2024-03-07,payment,10593.93,out,LankaQR,3,7,0,-0.2,0
BNK011791,2023-10-04,payment,13216.98,out,LankaQR,2,4,0,0.01,0
BNK011792,2025-02-11,transfer,244877.89,out,bank_transfer,1,11,0,-0.4,0
BNK011793,2025-09-05,transfer,20117.44,out,bank_transfer,4,5,0,-0.52,0
BNK011794,2023-04-09,payment,8385.64,out,LankaQR,6,9,0,-0.37,0
BNK011795,2025-09-01,cash_out,142205.47,out,agency_banking_agent,0,1,0,-0.17,0
BNK011796,2024-02-27,cash_out,97580.4,out,agency_banking_agent,1,27,0,-0.23,0
BNK011797,2024-03-17,cash_out,154414.06,out,agency_banking_agent,6,17,0,-0.15,0
BNK011798,2024-05-27,payment,18857.32,out,LankaQR,0,27,0,0.46,0
BNK011799,2023-09-04,cash_in,146517.18,in,agency_banking_agent,0,4,0,-0.18,0
BNK011800,2023-11-28,payment,25122.12,out,LankaQR,1,28,0,0.96,0
BNK011801,2025-09-09,payment,1877.58,out,LankaQR,1,9,0,-0.89,0
BNK011802,2024-12-11,transfer,1404795.51,out,bank_transfer,2,11,0,0.18,0
BNK011803,2024-04-18,cash_in,102137.7,in,agency_banking_agent,3,18,0,-0.53,0
BNK011804,2025-08-05,cash_out,66046.77,out,agency_banking_agent,1,5,0,-0.27,0
BNK011805,2023-05-29,cash_in,173576.99,in,agency_banking_agent,0,29,0,0.04,0
BNK011806,2025-02-03,payment,9800.92,out,LankaQR,0,3,0,-0.26,0
BNK011807,2023-04-26,transfer,87999.25,out,bank_transfer,2,26,0,-0.48,1
BNK011808,2024-10-29,transfer,546590.66,out,bank_transfer,1,29,0,-0.25,0
BNK011809,2025-08-30,payment,1768.59,out,LankaQR,5,30,0,-0.89,0
BNK011810,2024-07-29,cash_in,167623.96,in,agency_banking_agent,0,29,0,-0.01,0
BNK011811,2023-06-28,cash_in,227649.96,in,agency_banking_agent,2,28,0,0.46,0
BNK011812,2024-05-16,payment,14926.5,out,LankaQR,3,16,0,0.15,0
BNK011813,2025-08-03,payment,16527.2,out,LankaQR,6,3,0,0.27,0
BNK011814,2025-05-20,cash_in,43994.27,in,agency_banking_agent,1,20,0,-0.98,0
BNK011815,2025-04-27,payment,11312.37,out,LankaQR,6,27,0,-0.14,0
BNK011816,2025-04-04,payment,6422.89,out,LankaQR,4,4,1,-0.53,0
BNK011817,2025-06-22,payment,27385.21,out,LankaQR,6,22,0,1.14,0
BNK011818,2024-12-31,cash_out,232355.83,out,agency_banking_agent,1,31,0,-0.04,0
BNK011819,2024-02-20,cash_out,326682.23,out,agency_banking_agent,1,20,0,0.09,0
BNK011820,2025-11-18,payment,4980.3,out,LankaQR,1,18,0,-0.64,0
BNK011821,2025-05-27,cash_in,169086.46,in,agency_banking_agent,1,27,0,0.0,0
BNK011822,2025-03-19,cash_out,288228.5,out,agency_banking_agent,2,19,0,0.03,0
BNK011823,2023-04-29,cash_out,52090.08,out,agency_banking_agent,5,29,0,-0.29,0
BNK011824,2025-05-17,cash_out,37357.32,out,agency_banking_agent,5,17,0,-0.31,1
BNK011825,2024-06-02,cash_in,74611.33,in,agency_banking_agent,6,2,0,-0.74,0
BNK011826,2025-10-04,transfer,147939.37,out,bank_transfer,5,4,0,-0.45,0
BNK011827,2025-09-20,cash_out,431185.78,out,agency_banking_agent,5,20,0,0.23,0
BNK011828,2024-06-23,cash_out,150418.13,out,agency_banking_agent,6,23,0,-0.16,0
BNK011829,2023-10-21,transfer,561374.78,out,bank_transfer,5,21,0,-0.24,1
BNK011830,2025-05-04,cash_out,413613.46,out,agency_banking_agent,6,4,0,0.21,0
BNK011831,2024-03-09,payment,79.83,out,LankaQR,5,9,0,-1.03,0
BNK011832,2024-12-08,cash_in,162417.13,in,agency_banking_agent,6,8,0,-0.05,0
BNK011833,2025-03-04,payment,31789.04,out,LankaQR,1,4,0,1.48,0
BNK011834,2023-06-30,payment,3026.39,out,LankaQR,4,30,0,-0.8,0
BNK011835,2025-01-03,payment,15962.93,out,LankaQR,4,3,0,0.23,0
BNK011836,2024-06-18,cash_out,15408.1,out,agency_banking_agent,1,18,0,-0.34,0
BNK011837,2024-09-30,cash_in,443075.69,in,agency_banking_agent,0,30,0,2.16,0
BNK011838,2024-01-14,cash_out,218315.54,out,agency_banking_agent,6,14,0,-0.06,0
BNK011839,2025-03-18,transfer,813133.35,out,bank_transfer,1,18,0,-0.12,1
BNK011840,2025-02-08,cash_out,36722.69,out,agency_banking_agent,5,8,0,-0.31,0
BNK011841,2023-06-17,transfer,1929512.09,out,bank_transfer,5,17,1,0.44,0
BNK011842,2024-10-13,cash_in,164668.68,in,agency_banking_agent,6,13,0,-0.03,0
BNK011843,2024-03-28,cash_in,116039.55,in,agency_banking_agent,3,28,0,-0.42,0
BNK011844,2023-10-23,payment,12328.67,out,LankaQR,0,23,0,-0.06,0
BNK011845,2023-09-02,cash_out,83592.34,out,agency_banking_agent,5,2,0,-0.25,0
BNK011846,2024-11-15,cash_in,65611.98,in,agency_banking_agent,4,15,0,-0.81,0
BNK011847,2025-09-06,payment,7850.18,out,LankaQR,5,6,0,-0.41,0
BNK011848,2023-07-16,cash_out,319521.66,out,agency_banking_agent,6,16,0,0.08,0
BNK011849,2024-07-20,payment,46047.67,out,LankaQR,5,20,0,2.61,0
BNK011850,2023-12-15,cash_out,146276.74,out,agency_banking_agent,4,15,0,-0.16,0
BNK011851,2023-11-25,payment,7924.53,out,LankaQR,5,25,0,-0.41,0
BNK011852,2025-04-01,cash_in,113441.86,in,agency_banking_agent,1,1,1,-0.44,0
BNK011853,2025-03-22,payment,5791.19,out,LankaQR,5,22,0,-0.58,0
BNK011854,2025-12-09,cash_out,287595.01,out,agency_banking_agent,1,9,0,0.03,0
BNK011855,2023-08-29,transfer,1241994.37,out,bank_transfer,1,29,0,0.1,0
BNK011856,2024-07-08,payment,12941.07,out,LankaQR,0,8,0,-0.01,0
BNK011857,2024-12-01,payment,15231.94,out,LankaQR,6,1,0,0.17,0
BNK011858,2025-01-27,payment,11447.51,out,LankaQR,0,27,0,-0.13,0
BNK011859,2023-12-26,payment,19099.45,out,LankaQR,1,26,0,0.48,0
BNK011860,2023-11-03,payment,15394.79,out,LankaQR,4,3,0,0.18,0
BNK011861,2023-10-13,payment,9785.96,out,LankaQR,4,13,0,-0.26,0
BNK011862,2024-03-19,payment,18900.93,out,LankaQR,1,19,0,0.46,0
BNK011863,2025-12-06,payment,3539.0,out,LankaQR,5,6,0,-0.75,0
BNK011864,2025-02-14,payment,10308.03,out,LankaQR,4,14,0,-0.22,0
BNK011865,2024-02-07,payment,7267.49,out,LankaQR,2,7,0,-0.46,0
BNK011866,2023-11-13,transfer,2059777.39,out,bank_transfer,0,13,0,0.51,0
BNK011867,2023-09-04,payment,32333.76,out,LankaQR,0,4,0,1.53,0
BNK011868,2024-05-31,cash_out,78887.54,out,agency_banking_agent,4,31,0,-0.25,0
BNK011869,2025-07-17,cash_out,277076.83,out,agency_banking_agent,3,17,0,0.02,0
BNK011870,2023-07-02,cash_in,166862.96,in,agency_banking_agent,6,2,1,-0.01,0
BNK011871,2023-07-25,cash_in,92313.24,in,agency_banking_agent,1,25,0,-0.6,0
BNK011872,2023-02-13,cash_in,49517.19,in,agency_banking_agent,0,13,0,-0.94,0
BNK011873,2023-03-02,payment,6831.39,out,LankaQR,3,2,0,-0.49,0
BNK011874,2025-04-22,transfer,601190.89,out,bank_transfer,1,22,0,-0.22,0
BNK011875,2024-04-13,cash_out,227748.16,out,agency_banking_agent,5,13,0,-0.05,0
BNK011876,2025-03-31,cash_out,8730.87,out,agency_banking_agent,0,31,0,-0.35,0
BNK011877,2024-06-23,cash_in,114836.34,in,agency_banking_agent,6,23,1,-0.42,0
BNK011878,2023-03-14,transfer,1163719.6,out,bank_transfer,1,14,0,0.06,0
BNK011879,2024-03-08,payment,10531.16,out,LankaQR,4,8,0,-0.2,0
BNK011880,2023-02-07,payment,10877.69,out,LankaQR,1,7,0,-0.17,0
BNK011881,2024-04-28,payment,7807.1,out,LankaQR,6,28,0,-0.42,0
BNK011882,2023-02-17,cash_in,137692.77,in,agency_banking_agent,4,17,0,-0.24,0
BNK011883,2024-01-18,payment,9912.53,out,LankaQR,3,18,0,-0.25,0
BNK011884,2023-06-04,payment,4100.39,out,LankaQR,6,4,0,-0.71,0
BNK011885,2024-02-04,payment,14106.33,out,LankaQR,6,4,0,0.08,0
BNK011886,2023-01-31,transfer,1586653.41,out,bank_transfer,1,31,0,0.27,0
BNK011887,2025-01-31,cash_in,174754.25,in,agency_banking_agent,4,31,0,0.05,0
BNK011888,2023-05-08,payment,15272.65,out,LankaQR,0,8,0,0.18,0
BNK011889,2025-12-17,cash_out,225978.29,out,agency_banking_agent,2,17,0,-0.05,0
BNK011890,2025-10-27,payment,7919.87,out,LankaQR,0,27,0,-0.41,0
BNK011891,2025-07-16,payment,13033.08,out,LankaQR,2,16,0,-0.0,0
BNK011892,2025-04-18,cash_out,200765.01,out,agency_banking_agent,4,18,0,-0.09,0
BNK011893,2025-06-27,payment,16469.83,out,LankaQR,4,27,0,0.27,0
BNK011894,2024-03-17,cash_in,216765.47,in,agency_banking_agent,6,17,1,0.38,0
BNK011895,2023-06-03,cash_in,227640.66,in,agency_banking_agent,5,3,0,0.46,0
BNK011896,2025-04-05,cash_out,287138.63,out,agency_banking_agent,5,5,0,0.03,0
BNK011897,2025-11-17,transfer,991527.76,out,bank_transfer,0,17,0,-0.03,0
BNK011898,2023-10-03,cash_in,2366.56,in,agency_banking_agent,1,3,0,-1.31,0
BNK011899,2023-11-15,payment,852.29,out,LankaQR,2,15,0,-0.97,0
BNK011900,2023-09-19,payment,32555.74,out,LankaQR,1,19,0,1.54,0
BNK011901,2024-10-24,payment,7188.47,out,LankaQR,3,24,0,-0.47,0
BNK011902,2023-04-04,payment,6308.68,out,LankaQR,1,4,0,-0.54,0
BNK011903,2025-06-16,cash_in,488312.32,in,agency_banking_agent,0,16,1,2.52,0
BNK011904,2025-04-07,cash_out,227334.33,out,agency_banking_agent,0,7,0,-0.05,0
BNK011905,2023-08-04,cash_in,10042.66,in,agency_banking_agent,4,4,0,-1.25,0
BNK011906,2023-05-01,debit,28467.58,out,POS_card,0,1,1,1.86,0
BNK011907,2023-01-08,cash_in,46436.58,in,agency_banking_agent,6,8,0,-0.96,0
BNK011908,2023-10-03,payment,4998.36,out,LankaQR,1,3,0,-0.64,0
BNK011909,2025-08-30,cash_out,306447.58,out,agency_banking_agent,5,30,0,0.06,0
BNK011910,2023-09-22,cash_out,152332.16,out,agency_banking_agent,4,22,0,-0.15,0
BNK011911,2024-06-30,payment,12954.06,out,LankaQR,6,30,0,-0.01,0
BNK011912,2023-03-03,cash_out,44005.48,out,agency_banking_agent,4,3,0,-0.3,0
BNK011913,2023-08-06,cash_in,186832.93,in,agency_banking_agent,6,6,0,0.14,0
BNK011914,2023-11-15,cash_out,34162.97,out,agency_banking_agent,2,15,0,-0.32,1
BNK011915,2024-03-11,cash_in,435076.7,in,agency_banking_agent,0,11,0,2.1,0
BNK011916,2024-01-18,payment,19850.6,out,LankaQR,3,18,0,0.54,0
BNK011917,2023-01-19,payment,2101.93,out,LankaQR,3,19,0,-0.87,0
BNK011918,2024-07-18,payment,56285.01,out,LankaQR,3,18,0,3.43,0
BNK011919,2025-12-25,payment,2980.44,out,LankaQR,3,25,0,-0.8,0
BNK011920,2025-08-01,cash_out,233400.01,out,agency_banking_agent,4,1,0,-0.04,0
BNK011921,2024-01-17,cash_out,340527.47,out,agency_banking_agent,2,17,0,0.11,0
BNK011922,2025-09-13,cash_in,549784.91,in,agency_banking_agent,5,13,0,3.0,0
BNK011923,2023-08-04,cash_out,127832.63,out,agency_banking_agent,4,4,1,-0.19,0
BNK011924,2024-12-13,payment,11462.04,out,LankaQR,4,13,0,-0.13,0
BNK011925,2025-05-18,cash_in,313266.32,in,agency_banking_agent,6,18,0,1.14,0
BNK011926,2023-01-05,cash_in,460907.77,in,agency_banking_agent,3,5,0,2.3,0
BNK011927,2023-01-24,payment,5167.54,out,LankaQR,1,24,0,-0.63,0
BNK011928,2024-11-07,cash_out,170914.35,out,agency_banking_agent,3,7,0,-0.13,0
BNK011929,2025-02-13,payment,9630.7,out,LankaQR,3,13,0,-0.27,0
BNK011930,2025-02-27,cash_out,421874.01,out,agency_banking_agent,3,27,0,0.22,0
BNK011931,2024-11-26,cash_in,26895.05,in,agency_banking_agent,1,26,0,-1.12,0
BNK011932,2023-10-06,cash_out,192097.26,out,agency_banking_agent,4,6,0,-0.1,0
BNK011933,2025-06-13,cash_in,267558.08,in,agency_banking_agent,4,13,0,0.78,0
BNK011934,2023-11-28,cash_in,214324.34,in,agency_banking_agent,1,28,1,0.36,0
BNK011935,2025-04-18,transfer,299298.5,out,bank_transfer,4,18,0,-0.38,1
BNK011936,2023-05-31,cash_out,276404.04,out,agency_banking_agent,2,31,0,0.02,0
BNK011937,2023-09-15,payment,36840.14,out,LankaQR,4,15,0,1.88,0
BNK011938,2024-11-14,cash_in,156541.48,in,agency_banking_agent,3,14,0,-0.1,0
BNK011939,2024-03-14,cash_out,68476.44,out,agency_banking_agent,3,14,0,-0.27,0
BNK011940,2025-05-11,payment,131.05,out,LankaQR,6,11,0,-1.02,0
BNK011941,2023-01-19,payment,49055.34,out,LankaQR,3,19,0,2.85,0
BNK011942,2025-03-01,payment,1201.1,out,LankaQR,5,1,0,-0.94,0
BNK011943,2023-03-08,payment,13448.63,out,LankaQR,2,8,0,0.03,0
BNK011944,2024-08-04,cash_out,95256.38,out,agency_banking_agent,6,4,0,-0.23,0
BNK011945,2023-02-28,payment,17021.96,out,LankaQR,1,28,0,0.31,0
BNK011946,2024-06-14,cash_in,175244.66,in,agency_banking_agent,4,14,0,0.05,0
BNK011947,2025-11-12,cash_in,30579.88,in,agency_banking_agent,2,12,1,-1.09,0
BNK011948,2024-08-27,cash_out,42141.25,out,agency_banking_agent,1,27,0,-0.31,0
BNK011949,2025-10-03,payment,7769.94,out,LankaQR,4,3,0,-0.42,0
BNK011950,2024-02-02,cash_out,142690.13,out,agency_banking_agent,4,2,0,-0.17,0
BNK011951,2024-08-01,payment,7616.9,out,LankaQR,3,1,1,-0.43,0
BNK011952,2025-02-09,cash_out,620038.38,out,agency_banking_agent,6,9,0,0.49,0
BNK011953,2023-07-26,cash_out,68865.96,out,agency_banking_agent,2,26,1,-0.27,0
BNK011954,2024-02-17,cash_in,138410.64,in,agency_banking_agent,5,17,0,-0.24,0
BNK011955,2023-07-03,payment,6986.47,out,LankaQR,0,3,0,-0.48,0
BNK011956,2025-10-24,transfer,1819754.53,out,bank_transfer,4,24,0,0.39,0
BNK011957,2024-05-16,cash_out,211523.07,out,agency_banking_agent,3,16,0,-0.07,0
BNK011958,2023-10-15,cash_in,12905.27,in,agency_banking_agent,6,15,0,-1.23,0
BNK011959,2025-01-14,payment,12175.1,out,LankaQR,1,14,0,-0.07,0
BNK011960,2024-04-13,cash_out,132064.19,out,agency_banking_agent,5,13,0,-0.18,0
BNK011961,2025-08-28,cash_out,187073.09,out,agency_banking_agent,3,28,0,-0.11,0
BNK011962,2025-04-21,cash_out,63418.58,out,agency_banking_agent,0,21,0,-0.28,0
BNK011963,2023-05-11,cash_out,102945.42,out,agency_banking_agent,3,11,0,-0.22,0
BNK011964,2024-12-19,cash_in,201263.8,in,agency_banking_agent,3,19,0,0.26,0
BNK011965,2024-07-02,cash_in,166381.81,in,agency_banking_agent,1,2,0,-0.02,0
BNK011966,2025-02-06,cash_out,15526.04,out,agency_banking_agent,3,6,0,-0.34,0
BNK011967,2023-06-12,payment,5164.76,out,LankaQR,0,12,0,-0.63,0
BNK011968,2025-05-04,cash_out,271296.01,out,agency_banking_agent,6,4,0,0.01,0
BNK011969,2024-07-26,cash_out,112247.5,out,agency_banking_agent,4,26,0,-0.21,0
BNK011970,2023-05-01,cash_in,36091.28,in,agency_banking_agent,0,1,0,-1.05,0
BNK011971,2023-08-31,cash_in,168578.21,in,agency_banking_agent,3,31,0,-0.0,0
BNK011972,2024-08-29,payment,27330.72,out,LankaQR,3,29,0,1.13,0
BNK011973,2024-12-19,transfer,666908.75,out,bank_transfer,3,19,0,-0.19,0
BNK011974,2024-05-21,cash_out,108024.47,out,agency_banking_agent,1,21,0,-0.21,0
BNK011975,2025-03-15,payment,2829.06,out,LankaQR,5,15,0,-0.81,0
BNK011976,2023-11-13,payment,6885.35,out,LankaQR,0,13,0,-0.49,0
BNK011977,2023-05-29,cash_out,133927.83,out,agency_banking_agent,0,29,0,-0.18,0
BNK011978,2023-06-13,cash_out,288094.14,out,agency_banking_agent,1,13,0,0.03,0
BNK011979,2025-09-26,payment,452.37,out,LankaQR,4,26,0,-1.0,0
BNK011980,2024-10-18,cash_out,256003.16,out,agency_banking_agent,4,18,0,-0.01,0
BNK011981,2024-09-20,payment,6083.9,out,LankaQR,4,20,0,-0.55,0
BNK011982,2023-04-21,cash_out,185393.86,out,agency_banking_agent,4,21,0,-0.11,0
BNK011983,2025-02-12,cash_out,101097.38,out,agency_banking_agent,2,12,0,-0.22,0
BNK011984,2025-09-28,cash_in,186169.35,in,agency_banking_agent,6,28,0,0.14,0
BNK011985,2025-01-07,cash_out,7602.14,out,agency_banking_agent,1,7,0,-0.35,0
BNK011986,2025-07-28,payment,6089.28,out,LankaQR,0,28,0,-0.55,0
BNK011987,2024-10-13,payment,14756.67,out,LankaQR,6,13,0,0.13,0
BNK011988,2023-10-01,payment,21449.77,out,LankaQR,6,1,0,0.66,0
BNK011989,2025-05-30,cash_out,29637.03,out,agency_banking_agent,4,30,0,-0.32,1
BNK011990,2025-07-22,cash_out,23066.55,out,agency_banking_agent,1,22,1,-0.33,0
BNK011991,2025-01-03,payment,12177.09,out,LankaQR,4,3,0,-0.07,0
BNK011992,2025-10-28,payment,2303.28,out,LankaQR,1,28,0,-0.85,0
BNK011993,2025-01-08,payment,9169.58,out,LankaQR,2,8,0,-0.31,0
BNK011994,2023-06-21,payment,32975.71,out,LankaQR,2,21,0,1.58,0
BNK011995,2024-12-03,payment,5636.98,out,LankaQR,1,3,0,-0.59,0
BNK011996,2025-12-19,transfer,3171085.59,out,bank_transfer,4,19,1,1.06,1
BNK011997,2024-05-04,payment,653.3,out,LankaQR,5,4,0,-0.98,0
BNK011998,2025-08-31,transfer,313394.07,out,bank_transfer,6,31,1,-0.37,0
BNK011999,2025-03-31,cash_out,141939.5,out,agency_banking_agent,0,31,0,-0.17,0
BNK012000,2023-02-15,transfer,35830.39,out,bank_transfer,2,15,0,-0.51,0
BNK012001,2025-12-12,cash_out,145304.97,out,agency_banking_agent,4,12,0,-0.16,0
BNK012002,2024-05-17,payment,11820.39,out,LankaQR,4,17,0,-0.1,0
BNK012003,2024-12-22,cash_out,271532.95,out,agency_banking_agent,6,22,0,0.01,0
BNK012004,2024-05-26,cash_in,12631.28,in,agency_banking_agent,6,26,0,-1.23,0
BNK012005,2025-01-31,cash_in,4570.52,in,agency_banking_agent,4,31,0,-1.29,0
BNK012006,2023-03-12,cash_in,245799.07,in,agency_banking_agent,6,12,0,0.61,0
BNK012007,2025-07-08,cash_in,296744.23,in,agency_banking_agent,1,8,0,1.01,0
BNK012008,2025-09-23,transfer,2236485.89,out,bank_transfer,1,23,0,0.59,0
BNK012009,2023-07-17,payment,4315.78,out,LankaQR,0,17,0,-0.69,0
BNK012010,2024-11-13,cash_out,191904.55,out,agency_banking_agent,2,13,1,-0.1,0
BNK012011,2024-12-05,payment,38353.78,out,LankaQR,3,5,1,2.0,0
BNK012012,2024-08-11,cash_in,111334.43,in,agency_banking_agent,6,11,0,-0.45,0
BNK012013,2024-12-31,cash_in,21014.4,in,agency_banking_agent,1,31,0,-1.16,0
BNK012014,2025-07-08,transfer,116530.2,out,bank_transfer,1,8,0,-0.47,1
BNK012015,2024-10-03,cash_out,198746.45,out,agency_banking_agent,3,3,0,-0.09,0
BNK012016,2024-08-26,cash_in,253333.56,in,agency_banking_agent,0,26,0,0.67,0
BNK012017,2024-08-12,cash_out,387018.0,out,agency_banking_agent,0,12,0,0.17,0
BNK012018,2024-03-12,cash_out,84111.02,out,agency_banking_agent,1,12,0,-0.25,0
BNK012019,2023-02-09,payment,6990.21,out,LankaQR,3,9,0,-0.48,0
BNK012020,2025-05-22,cash_out,166980.25,out,agency_banking_agent,3,22,0,-0.13,0
BNK012021,2025-12-06,payment,9713.47,out,LankaQR,5,6,0,-0.27,0
BNK012022,2024-12-01,payment,3788.28,out,LankaQR,6,1,0,-0.73,0
BNK012023,2024-04-18,cash_in,62235.56,in,agency_banking_agent,3,18,0,-0.84,0
BNK012024,2025-07-30,payment,15048.4,out,LankaQR,2,30,0,0.16,0
BNK012025,2024-07-25,transfer,408437.1,out,bank_transfer,3,25,0,-0.32,0
BNK012026,2025-08-31,cash_in,230968.68,in,agency_banking_agent,6,31,0,0.49,0
BNK012027,2024-02-24,transfer,929106.32,out,bank_transfer,5,24,0,-0.06,1
BNK012028,2023-07-14,payment,6975.29,out,LankaQR,4,14,0,-0.48,0
BNK012029,2025-02-07,cash_out,17260.28,out,agency_banking_agent,4,7,0,-0.34,0
BNK012030,2025-02-26,transfer,158241.72,out,bank_transfer,2,26,0,-0.45,0
BNK012031,2025-11-02,cash_in,99152.52,in,agency_banking_agent,6,2,0,-0.55,0
BNK012032,2023-11-08,cash_out,155200.12,out,agency_banking_agent,2,8,0,-0.15,0
BNK012033,2023-12-31,cash_out,169334.21,out,agency_banking_agent,6,31,0,-0.13,0
BNK012034,2024-05-06,payment,9175.3,out,LankaQR,0,6,0,-0.31,0
BNK012035,2024-01-21,cash_out,10221.3,out,agency_banking_agent,6,21,1,-0.35,0
BNK012036,2025-12-26,cash_out,172659.38,out,agency_banking_agent,4,26,1,-0.13,0
BNK012037,2025-06-19,cash_out,214388.14,out,agency_banking_agent,3,19,0,-0.07,0
BNK012038,2023-10-19,debit,442.02,out,POS_card,3,19,0,-0.43,0
BNK012039,2023-04-09,payment,10504.44,out,LankaQR,6,9,0,-0.2,0
BNK012040,2024-11-22,payment,2741.89,out,LankaQR,4,22,0,-0.82,0
BNK012041,2023-02-08,cash_out,455372.54,out,agency_banking_agent,2,8,0,0.26,1
BNK012042,2024-02-11,cash_in,213250.46,in,agency_banking_agent,6,11,1,0.35,0
BNK012043,2024-07-19,cash_out,51841.28,out,agency_banking_agent,4,19,0,-0.29,0
BNK012044,2025-02-02,cash_in,187632.42,in,agency_banking_agent,6,2,0,0.15,0
BNK012045,2024-09-22,cash_out,120975.45,out,agency_banking_agent,6,22,0,-0.2,0
BNK012046,2025-08-05,payment,32270.07,out,LankaQR,1,5,0,1.52,0
BNK012047,2023-02-15,payment,346.12,out,LankaQR,2,15,0,-1.01,0
BNK012048,2023-06-06,cash_out,213545.08,out,agency_banking_agent,1,6,0,-0.07,0
BNK012049,2023-06-29,payment,32586.31,out,LankaQR,3,29,0,1.55,0
BNK012050,2024-04-04,transfer,609049.12,out,bank_transfer,3,4,0,-0.22,0
BNK012051,2024-10-06,cash_out,33127.38,out,agency_banking_agent,6,6,0,-0.32,0
BNK012052,2024-01-03,cash_in,360998.95,in,agency_banking_agent,2,3,0,1.52,0
BNK012053,2025-07-02,cash_out,151934.21,out,agency_banking_agent,2,2,0,-0.15,0
BNK012054,2025-05-12,payment,8080.94,out,LankaQR,0,12,0,-0.39,0
BNK012055,2024-06-17,payment,2789.88,out,LankaQR,0,17,0,-0.81,0
BNK012056,2023-04-21,transfer,1781269.65,out,bank_transfer,4,21,0,0.37,0
BNK012057,2023-05-02,cash_out,136302.57,out,agency_banking_agent,1,2,0,-0.18,0
BNK012058,2024-07-10,cash_out,244770.54,out,agency_banking_agent,2,10,0,-0.03,0
BNK012059,2024-12-05,payment,12689.63,out,LankaQR,3,5,0,-0.03,0
BNK012060,2025-02-08,cash_out,155620.37,out,agency_banking_agent,5,8,0,-0.15,0
BNK012061,2024-10-26,transfer,963966.56,out,bank_transfer,5,26,0,-0.04,1
BNK012062,2025-11-18,payment,9240.54,out,LankaQR,1,18,0,-0.3,0
BNK012063,2023-03-06,transfer,1800086.33,out,bank_transfer,0,6,0,0.38,0
BNK012064,2023-05-04,cash_out,140698.52,out,agency_banking_agent,3,4,0,-0.17,0
BNK012065,2025-03-23,cash_out,76961.86,out,agency_banking_agent,6,23,0,-0.26,0
BNK012066,2023-11-03,cash_in,162317.08,in,agency_banking_agent,4,3,0,-0.05,0
BNK012067,2025-07-09,transfer,1050861.23,out,bank_transfer,2,9,0,0.0,0
BNK012068,2023-09-18,payment,39289.6,out,LankaQR,0,18,0,2.08,0
BNK012069,2025-03-27,cash_out,169869.59,out,agency_banking_agent,3,27,0,-0.13,0
BNK012070,2023-03-07,payment,7996.14,out,LankaQR,1,7,0,-0.4,0
BNK012071,2024-10-31,payment,3955.22,out,LankaQR,3,31,0,-0.72,0
BNK012072,2023-12-24,cash_out,140823.91,out,agency_banking_agent,6,24,0,-0.17,0
BNK012073,2025-10-11,payment,16557.84,out,LankaQR,5,11,0,0.28,0
BNK012074,2025-08-28,cash_out,205260.85,out,agency_banking_agent,3,28,0,-0.08,0
BNK012075,2023-02-02,cash_out,276526.4,out,agency_banking_agent,3,2,0,0.02,0
BNK012076,2025-01-31,cash_out,23955.94,out,agency_banking_agent,4,31,0,-0.33,0
BNK012077,2023-12-24,payment,29244.34,out,LankaQR,6,24,0,1.28,0
BNK012078,2024-08-11,cash_in,134822.02,in,agency_banking_agent,6,11,0,-0.27,0
BNK012079,2024-05-18,cash_out,117146.69,out,agency_banking_agent,5,18,0,-0.2,0
BNK012080,2024-12-10,cash_out,226324.87,out,agency_banking_agent,1,10,0,-0.05,0
BNK012081,2025-02-10,payment,14785.74,out,LankaQR,0,10,0,0.14,0
BNK012082,2025-01-08,payment,866.16,out,LankaQR,2,8,0,-0.97,0
BNK012083,2023-02-05,payment,8235.54,out,LankaQR,6,5,0,-0.38,0
BNK012084,2023-08-02,cash_out,40703.33,out,agency_banking_agent,2,2,0,-0.31,0
BNK012085,2025-11-05,payment,19229.57,out,LankaQR,2,5,0,0.49,0
BNK012086,2025-02-24,payment,9842.99,out,LankaQR,0,24,0,-0.26,0
BNK012087,2023-01-08,cash_out,109591.62,out,agency_banking_agent,6,8,0,-0.21,0
BNK012088,2024-01-12,cash_in,90732.65,in,agency_banking_agent,4,12,0,-0.61,0
BNK012089,2024-04-15,cash_out,183845.43,out,agency_banking_agent,0,15,0,-0.11,0
BNK012090,2023-04-26,cash_in,330571.19,in,agency_banking_agent,2,26,1,1.28,0
BNK012091,2023-04-23,cash_out,218133.65,out,agency_banking_agent,6,23,0,-0.06,0
BNK012092,2024-07-22,payment,32136.8,out,LankaQR,0,22,0,1.51,0
BNK012093,2024-02-29,cash_out,61380.88,out,agency_banking_agent,3,29,0,-0.28,0
BNK012094,2025-10-05,cash_in,489727.44,in,agency_banking_agent,6,5,0,2.53,0
BNK012095,2025-12-03,payment,11734.56,out,LankaQR,2,3,0,-0.11,0
BNK012096,2024-06-15,transfer,23902.77,out,bank_transfer,5,15,0,-0.51,0
BNK012097,2024-08-08,payment,12452.75,out,LankaQR,3,8,0,-0.05,0
BNK012098,2024-01-15,cash_in,138381.69,in,agency_banking_agent,0,15,0,-0.24,0
BNK012099,2025-12-06,payment,21361.36,out,LankaQR,5,6,0,0.66,0
BNK012100,2025-05-25,payment,53096.41,out,LankaQR,6,25,0,3.17,0
BNK012101,2025-06-02,cash_out,44022.03,out,agency_banking_agent,0,2,0,-0.3,0
BNK012102,2025-09-04,cash_in,246075.73,in,agency_banking_agent,3,4,0,0.61,0
