shop_id,year_month,monthly_revenue_rs,monthly_expenses_rs,monthly_profit_rs,profit_margin_pct,avg_daily_txns,credit_sales_ratio,digital_payment_ratio,sales_volatility,stockout_rate,months_active,target_credit_ready
SHOP034,2024-01,427652,357720,62405,16.1,27,0.148,0.223,0.123,0.104,13,0
SHOP034,2024-02,322151,281982,55211,16.9,27,0.116,0.152,0.238,0.075,14,0
SHOP034,2024-03,509961,433054,65632,13.7,25,0.162,0.152,0.255,0.106,15,0
SHOP034,2024-04,330757,270993,45648,14.3,22,0.152,0.204,0.267,0.104,16,0
SHOP034,2024-05,383938,334024,67161,18.2,31,0.096,0.181,0.213,0.053,17,1
SHOP034,2024-06,297232,284447,42163,13.5,21,0.118,0.197,0.189,0.148,18,1
SHOP034,2024-07,420345,327963,59216,15.4,33,0.21,0.118,0.066,0.111,19,0
SHOP034,2024-08,355165,332506,43958,11.4,35,0.088,0.162,0.239,0.108,20,0
SHOP034,2024-09,254724,199517,42732,16.9,19,0.118,0.151,0.291,0.036,21,0
SHOP034,2024-10,865301,270304,52416,16.3,33,0.202,0.14,0.243,0.125,22,1
SHOP034,2024-11,483066,431739,87642,20.1,17,0.173,0.17,0.258,0.072,23,0
SHOP034,2024-12,351499,313388,44809,13.9,27,0.11,0.254,0.236,0.069,24,1
SHOP034,2025-01,406766,320563,50677,14.0,21,0.182,0.179,0.226,0.108,25,0
SHOP034,2025-02,368199,324474,63893,18.0,34,0.016,0.263,0.204,0.093,26,1
SHOP034,2025-03,280947,215623,35149,14.0,41,0.174,0.186,0.255,0.117,27,0
SHOP034,2025-04,237887,213940,30889,11.1,27,0.114,0.249,0.243,0.128,28,0
SHOP034,2025-05,355474,345809,46744,11.6,25,0.153,0.121,0.274,0.061,29,1
SHOP034,2025-06,335280,287440,37297,11.5,16,0.21,0.184,0.339,0.088,30,0
SHOP034,2025-07,415207,335091,53536,13.3,34,0.22,0.118,0.184,0.11,31,1
SHOP034,2025-08,302591,256877,45171,15.6,29,0.162,0.289,0.363,0.105,32,1
SHOP034,2025-09,326253,294953,53601,15.7,24,0.156,,0.263,0.092,33,1
SHOP034,2025-10,406803,371525,46703,12.4,22,0.167,0.158,0.248,0.07,34,1
SHOP034,2025-11,298655,241190,45169,14.7,27,0.217,0.188,0.178,0.103,35,0
SHOP034,2025-12,469748,407608,58330,13.5,29,0.228,0.244,0.287,0.103,36,1
SHOP035,2023-01,325971,266415,48322,14.3,30,0.0,0.199,0.224,0.085,1,0
SHOP035,2023-02,481146,418729,60368,13.5,31,0.0,0.251,0.235,0.083,2,0
SHOP035,2023-03,386360,327797,49264,13.6,31,0.161,0.191,0.129,0.051,3,0
SHOP035,2023-04,369570,262322,61931,17.3,28,0.012,0.286,0.334,0.078,4,0
SHOP035,2023-05,164358,160410,28398,16.5,21,0.049,0.218,0.152,0.057,5,0
SHOP035,2023-06,218062,195190,42998,20.4,30,0.07,0.269,0.26,0.074,6,0
SHOP035,2023-07,388157,340708,65109,17.6,17,0.11,0.223,0.283,0.059,7,0
SHOP035,2023-08,333394,274338,61745,17.0,29,0.227,0.196,0.257,0.057,8,0
SHOP035,2023-09,413954,402900,74833,16.2,41,0.145,0.229,0.281,0.077,9,0
SHOP035,2023-10,436381,358942,81686,19.9,31,0.093,0.249,0.218,0.061,10,0
SHOP035,2023-11,423946,314520,59750,16.8,32,0.159,0.21,0.215,0.109,11,0
SHOP035,2023-12,270596,219147,44689,17.5,,0.155,0.173,0.095,0.036,12,1
SHOP035,2024-01,325401,288621,50370,14.3,37,0.161,0.297,0.242,0.081,13,1
SHOP035,2024-02,386458,364673,48456,13.4,16,0.071,0.267,0.162,0.066,14,0
SHOP035,2024-03,420424,366202,51325,13.6,30,0.162,0.217,0.172,0.11,15,0
SHOP035,2024-04,474761,388674,52823,13.1,28,0.068,0.226,0.228,0.027,16,0
SHOP035,2024-05,334903,249115,46414,17.2,20,0.018,0.246,0.3,0.149,17,1
SHOP035,2024-06,307697,266636,32856,10.0,31,0.122,0.185,0.182,0.058,18,0
SHOP035,2024-07,400599,337961,59387,14.6,29,0.145,0.227,0.146,0.102,19,0
SHOP035,2024-08,372033,294394,59235,15.7,30,0.09,0.196,0.156,0.073,20,1
SHOP035,2024-09,392904,267718,91247,20.5,26,0.053,0.228,0.246,0.075,21,1
SHOP035,2024-10,343239,298353,59561,14.5,29,0.068,0.285,0.326,0.074,22,1
SHOP035,2024-11,428877,353514,78626,15.3,29,0.135,0.22,0.168,0.089,23,0
SHOP035,2024-12,363834,335130,34099,9.4,39,0.199,0.231,0.238,0.06,24,0
SHOP035,2025-01,367135,288113,60781,14.0,32,0.082,0.207,0.199,0.047,25,1
SHOP035,2025-02,427961,320856,80873,18.4,38,0.136,0.242,0.172,0.052,26,1
SHOP035,2025-03,421403,351345,43963,13.0,31,0.15,0.256,0.273,0.083,27,0
SHOP035,2025-04,368641,299127,51841,15.3,21,0.164,,0.227,0.149,28,1
SHOP035,2025-05,535719,426419,61448,11.8,21,0.194,0.235,0.275,0.102,29,1
SHOP035,2025-06,321783,311286,36003,10.9,20,0.147,0.174,0.217,0.091,30,1
SHOP035,2025-07,416476,376103,66482,14.9,31,0.169,0.22,0.324,0.07,31,1
SHOP035,2025-08,404952,314903,42166,10.1,32,0.108,0.281,0.182,0.039,32,1
SHOP035,2025-09,478223,392873,62251,13.4,32,0.005,0.164,,0.062,33,1
SHOP035,2025-10,435830,325877,57848,13.3,18,0.099,0.242,0.26,0.106,34,0
SHOP035,2025-11,406033,342042,65800,17.0,35,0.108,0.236,0.108,0.052,35,1
SHOP035,2025-12,396277,297167,86373,22.1,29,0.043,0.174,0.227,0.09,36,1
SHOP036,2023-01,681492,584226,84532,12.4,50,0.099,0.251,0.235,0.053,1,0
SHOP036,2023-02,559408,473537,93046,15.9,,0.077,0.194,0.24,0.072,2,0
SHOP036,2023-03,476551,430489,82414,16.1,39,0.076,0.161,0.255,0.075,3,0
SHOP036,2023-04,494102,386845,83352,22.2,35,0.084,0.269,0.175,0.048,4,1
SHOP036,2023-05,553968,473716,89101,17.0,51,0.086,0.263,0.181,0.07,5,1
SHOP036,2023-06,487463,385402,71872,15.0,46,0.127,0.235,0.189,0.095,6,0
SHOP036,2023-07,662877,572540,109047,17.5,42,0.131,0.259,0.081,0.109,7,1
SHOP036,2023-08,467970,456030,63356,16.5,37,0.123,0.223,0.229,0.088,8,0
SHOP036,2023-09,555599,442856,106673,17.8,45,0.07,0.222,0.178,0.058,9,1
SHOP036,2023-10,561856,521745,84873,12.9,42,0.099,0.275,0.143,0.062,10,0
SHOP036,2023-11,462605,394189,64554,13.1,37,0.141,0.234,0.226,0.056,11,0
SHOP036,2023-12,676044,518748,111468,16.1,39,0.083,0.267,0.179,0.057,12,1
SHOP036,2024-01,534326,484492,68936,11.3,31,0.123,0.192,0.086,0.032,13,1
SHOP036,2024-02,573265,451038,105324,20.8,44,0.124,0.236,0.096,0.088,14,1
SHOP036,2024-03,443619,318430,83927,18.6,54,0.066,0.268,0.191,0.122,15,1
SHOP036,2024-04,549079,434616,104372,20.4,54,0.151,0.172,0.197,0.053,16,1
SHOP036,2024-05,527712,382377,76465,16.7,34,0.067,0.279,0.236,0.029,17,1
SHOP036,2024-06,632550,454529,76807,12.5,40,0.129,0.307,0.28,0.089,18,1
SHOP036,2024-07,624021,551817,96416,14.6,42,0.183,0.322,0.34,0.076,19,1
SHOP036,2024-08,553802,527012,76629,13.4,50,0.042,,0.238,0.086,20,0
SHOP036,2024-09,520975,445208,80227,15.8,46,0.179,0.248,0.204,0.061,21,1
SHOP036,2024-10,573700,466804,83772,14.5,39,0.203,0.208,0.155,0.094,22,1
SHOP036,2024-11,609938,506027,118301,20.1,36,0.222,0.347,0.227,0.129,23,1
SHOP036,2024-12,461668,350134,85048,18.2,46,0.082,0.263,0.166,0.08,24,1
SHOP036,2025-01,623550,651889,100355,15.1,36,0.108,0.24,0.131,0.12,25,1
SHOP036,2025-02,407464,334182,83103,21.3,56,0.139,0.305,0.116,0.069,26,1
SHOP036,2025-03,353292,358409,46101,11.2,47,0.095,0.295,0.219,0.068,27,1
SHOP036,2025-04,537848,457476,104782,21.8,47,0.115,0.244,0.181,0.078,28,1
SHOP036,2025-05,587362,439310,97758,16.9,56,0.095,0.226,0.309,0.061,29,1
SHOP036,2025-06,735156,602248,98926,13.1,43,0.107,0.257,0.161,0.073,30,1
SHOP036,2025-07,562017,480644,73973,13.2,48,0.151,0.277,0.161,0.035,31,1
SHOP036,2025-08,554386,488313,83660,13.8,52,0.054,,0.213,0.051,32,1
SHOP036,2025-09,587118,491892,70431,11.7,44,0.136,0.286,0.139,0.088,33,0
SHOP036,2025-10,463649,372374,84971,18.4,45,0.111,0.249,0.214,0.043,34,0
SHOP036,2025-11,662490,526853,104375,15.5,42,0.066,0.263,0.199,0.064,35,1
SHOP036,2025-12,645923,520812,102412,15.8,46,0.128,0.266,0.046,0.144,36,1
SHOP037,2023-01,585134,461610,99908,18.1,43,0.065,0.205,0.192,0.098,1,0
SHOP037,2023-02,440226,352316,65305,15.4,41,0.185,0.206,0.241,0.135,2,0
SHOP037,2023-03,612188,532516,99665,15.6,41,0.091,0.167,0.126,0.067,3,0
SHOP037,2023-04,437167,420652,64329,12.8,40,0.122,0.167,0.221,0.143,4,0
SHOP037,2023-05,451485,410211,61478,11.6,31,0.084,0.155,0.368,0.065,5,0
SHOP037,2023-06,617123,475352,128559,20.9,45,0.166,0.219,0.207,0.086,6,0
SHOP037,2023-07,537861,536240,59193,11.2,31,0.131,0.19,0.289,0.037,7,0
SHOP037,2023-08,510894,455053,84151,16.4,48,0.066,0.246,0.28,0.085,8,0
SHOP037,2023-09,569748,496438,106838,18.4,40,0.131,0.208,0.23,0.097,9,0
SHOP037,2023-10,505236,382573,73674,15.3,42,0.075,0.202,0.247,0.137,10,0
SHOP037,2023-11,509902,393884,78502,16.9,41,0.088,0.221,0.197,0.12,11,0
SHOP037,2023-12,530260,458188,93513,16.0,35,0.077,0.182,0.241,0.119,12,0
SHOP037,2024-01,561247,530501,68419,14.2,30,0.123,0.21,0.254,0.107,13,0
SHOP037,2024-02,336981,345872,69852,15.6,39,0.181,0.191,0.257,0.06,14,0
SHOP037,2024-03,364365,296946,52559,14.8,32,0.08,0.245,0.232,0.081,15,1
SHOP037,2024-04,464168,433710,57831,13.1,51,0.109,0.159,0.283,0.078,16,0
SHOP037,2024-05,408531,374060,57703,13.2,42,0.13,0.234,0.395,0.145,17,1
SHOP037,2024-06,642827,521046,124570,19.4,47,0.065,0.187,0.272,0.154,18,0
SHOP037,2024-07,331146,240029,51840,16.6,47,0.076,0.17,0.154,0.108,19,1
SHOP037,2024-08,582994,515656,73087,12.4,36,0.077,,0.134,0.066,20,0
SHOP037,2024-09,570095,465562,110358,19.9,40,0.179,0.266,0.176,0.085,21,1
SHOP037,2024-10,401602,323491,46114,11.5,44,0.187,0.23,0.333,0.139,22,0
SHOP037,2024-11,444725,384413,47518,10.5,42,0.18,0.248,0.302,0.077,23,0
SHOP037,2024-12,492844,434963,59094,11.7,39,0.159,0.207,0.224,0.026,24,1
SHOP037,2025-01,565052,560881,60870,10.0,29,0.035,0.262,0.232,0.08,25,1
SHOP037,2025-02,419883,357436,49247,11.6,25,0.158,0.112,0.343,0.128,26,0
SHOP037,2025-03,518015,414925,89633,16.3,36,0.0,0.26,0.289,0.074,27,1
SHOP037,2025-04,1668579,388408,97067,19.6,37,0.076,0.134,0.239,0.093,28,1
SHOP037,2025-05,420844,353869,67681,15.4,34,0.078,0.278,0.286,0.096,29,1
SHOP037,2025-06,404185,357052,40696,9.4,39,0.086,0.255,0.195,0.12,30,1
SHOP037,2025-07,432458,321126,48842,12.1,41,0.137,0.159,0.197,0.058,31,0
SHOP037,2025-08,531715,455469,51377,9.9,29,0.116,0.286,0.204,0.103,32,1
SHOP037,2025-09,643554,503392,116288,18.3,46,0.097,0.118,0.162,0.045,33,1
SHOP037,2025-10,460386,417404,55198,11.9,31,0.156,0.182,0.201,0.097,34,0
SHOP037,2025-11,606535,449295,112617,17.4,34,0.037,0.222,0.146,0.072,35,0
SHOP037,2025-12,344870,274988,61426,16.6,43,0.133,0.279,0.188,0.024,36,1
SHOP038,2023-01,1010077,950168,99650,9.5,70,0.147,0.166,0.15,0.061,1,0
SHOP038,2023-02,819242,620218,147800,19.5,64,0.226,0.058,0.239,0.068,2,0
SHOP038,2023-03,518174,466788,77007,12.6,67,0.217,0.223,0.154,0.111,3,1
SHOP038,2023-04,1174655,995898,157276,14.0,61,0.219,0.161,0.267,0.127,4,0
SHOP038,2023-05,909055,811578,80138,9.1,83,0.201,0.1,,0.063,5,0
SHOP038,2023-06,688546,574643,87782,12.1,64,0.159,0.03,0.172,0.113,6,0
SHOP038,2023-07,1166909,918027,177862,16.4,54,0.161,0.176,0.364,0.114,7,0
SHOP038,2023-08,669075,626889,65520,9.7,69,0.155,0.152,0.251,0.126,8,0
SHOP038,2023-09,973896,897334,98315,10.3,68,0.139,0.139,0.185,0.078,9,0
SHOP038,2023-10,648327,509494,99279,13.5,66,0.19,0.201,0.342,0.107,10,0
SHOP038,2023-11,736672,614988,78776,11.7,67,0.175,0.168,0.211,0.081,11,0
SHOP038,2023-12,842199,685026,116737,14.2,,0.146,0.044,0.298,0.088,12,0
SHOP038,2024-01,1011584,873282,120359,12.0,74,0.148,0.082,0.382,0.088,13,0
SHOP038,2024-02,1106001,974396,161529,12.9,60,0.154,0.13,0.167,0.116,14,0
SHOP038,2024-03,1091957,847189,139523,13.1,66,0.269,0.174,0.306,0.081,15,0
SHOP038,2024-04,1052312,1071357,134917,11.2,65,0.042,0.2,0.311,0.067,16,1
SHOP038,2024-05,953360,898199,98694,9.9,69,0.113,0.13,0.248,0.085,17,0
SHOP038,2024-06,900916,899858,86028,9.4,63,0.126,,0.32,0.108,18,0
SHOP038,2024-07,711333,623180,81339,13.1,,0.162,0.157,0.182,0.113,19,0
SHOP038,2024-08,763699,585005,129086,14.0,55,0.245,0.215,0.272,0.153,20,1
SHOP038,2024-09,692694,672680,77421,11.0,63,0.122,0.148,0.269,0.093,21,0
SHOP038,2024-10,911916,943854,91113,9.1,73,0.08,0.132,0.228,0.201,22,0
SHOP038,2024-11,809524,732602,82306,10.0,67,0.19,0.263,0.273,0.086,23,1
SHOP038,2024-12,745890,637763,75999,10.6,64,0.128,0.133,0.119,0.072,24,1
SHOP038,2025-01,713425,633648,55597,7.9,68,0.136,0.088,0.154,0.104,25,0
SHOP038,2025-02,883765,796149,139398,13.2,63,0.192,0.142,0.296,0.086,26,0
SHOP038,2025-03,1148205,1052220,159406,13.7,80,0.129,0.127,0.193,0.126,27,0
SHOP038,2025-04,812187,687653,96563,12.1,70,0.079,0.094,0.303,0.083,28,1
SHOP038,2025-05,1059094,913730,113831,10.5,60,0.224,0.133,0.242,0.141,29,0
SHOP038,2025-06,937449,888506,113140,11.3,65,0.075,0.219,0.223,0.126,30,0
SHOP038,2025-07,849682,877893,76250,7.3,73,0.209,0.105,0.247,0.175,31,0
SHOP038,2025-08,643097,515365,117216,15.9,64,0.165,0.165,0.187,0.091,32,1
SHOP038,2025-09,850240,809313,42934,5.8,63,0.098,0.261,0.287,0.128,33,1
SHOP038,2025-10,753996,686142,84293,12.2,69,0.162,0.148,0.284,0.071,34,0
SHOP038,2025-11,1248516,1223462,95095,7.2,72,0.222,0.215,0.26,0.098,35,0
SHOP038,2025-12,922538,838601,126385,13.4,62,0.191,0.171,0.202,0.121,36,0
SHOP039,2023-01,144646,122098,32677,22.5,17,0.074,0.343,0.061,0.043,1,1
SHOP039,2023-02,321576,285281,53072,17.2,24,0.054,0.301,0.169,0.002,2,0
SHOP039,2023-03,361212,267828,77286,23.1,30,0.057,0.289,0.119,0.028,3,1
SHOP039,2023-04,219684,160336,32408,16.7,23,0.08,0.331,0.149,0.011,4,1
SHOP039,2023-05,306397,215689,57242,16.8,13,0.003,0.365,0.132,0.032,5,1
SHOP039,2023-06,346467,264573,79632,23.7,18,0.108,0.292,0.145,0.056,6,0
SHOP039,2023-07,299440,239834,47687,15.4,23,0.06,0.265,0.109,0.034,7,1
SHOP039,2023-08,232659,202435,47133,19.4,28,0.146,0.212,0.126,0.005,8,1
SHOP039,2023-09,310501,221266,61248,19.8,11,0.0,0.379,0.126,0.044,9,1
SHOP039,2023-10,188187,161614,28318,13.2,30,0.191,0.308,,0.093,10,0
SHOP039,2023-11,375600,288720,69358,19.0,17,0.044,0.425,0.19,0.075,11,1
SHOP039,2023-12,321740,266901,58348,16.9,22,0.0,0.329,0.139,0.04,12,0
SHOP039,2024-01,352131,312084,49208,12.8,29,0.037,0.348,,0.097,13,1
SHOP039,2024-02,319004,246135,53711,18.1,23,0.144,0.369,0.084,0.041,14,1
SHOP039,2024-03,197054,158597,37845,16.5,18,0.11,0.391,0.17,0.055,15,1
SHOP039,2024-04,206798,170242,46470,21.3,20,0.128,0.39,0.094,0.02,16,1
SHOP039,2024-05,312625,248108,60234,17.4,18,0.12,0.319,0.133,0.101,17,1
SHOP039,2024-06,234381,195983,41554,21.7,34,0.043,0.356,0.124,0.048,18,1
SHOP039,2024-07,326653,287985,56824,19.9,27,0.057,0.361,0.193,0.062,19,1
SHOP039,2024-08,257970,225026,55903,22.9,15,0.106,0.379,0.087,0.065,20,1
SHOP039,2024-09,370127,300126,81449,20.4,28,0.151,0.288,0.14,0.029,21,1
SHOP039,2024-10,236513,214491,47747,16.4,17,0.049,0.289,0.241,0.016,22,1
SHOP039,2024-11,313976,275994,50417,15.2,18,0.111,0.392,0.162,0.105,23,1
SHOP039,2024-12,330340,256170,47449,14.0,26,0.105,0.302,0.227,0.011,24,1
SHOP039,2025-01,309806,290819,44527,13.8,23,0.0,0.343,0.071,0.084,25,1
SHOP039,2025-02,323613,252810,76263,25.3,17,0.052,0.286,0.144,0.014,26,1
SHOP039,2025-03,349578,288692,49124,15.0,15,0.142,0.375,0.116,0.047,27,0
SHOP039,2025-04,279084,193159,47716,19.8,25,0.051,0.321,0.183,0.064,28,1
SHOP039,2025-05,304141,273958,40464,13.4,12,0.054,0.228,0.199,0.049,29,0
SHOP039,2025-06,294447,210026,66908,23.4,12,0.047,0.339,0.067,0.121,30,1
SHOP039,2025-07,280610,204504,41320,15.1,28,0.136,0.42,0.187,0.051,31,1
SHOP039,2025-08,259868,207766,38764,15.3,16,0.052,0.305,0.157,0.026,32,1
SHOP039,2025-09,373425,311100,70076,20.8,18,0.1,0.329,0.066,0.011,33,1
SHOP039,2025-10,301864,258407,55368,15.7,18,0.0,0.356,0.106,0.063,34,1
SHOP039,2025-11,323494,271890,50925,17.1,17,0.086,0.324,0.153,0.009,35,1
SHOP039,2025-12,268173,226074,32618,12.5,17,0.112,0.32,0.115,0.022,36,1
SHOP040,2023-01,792101,681445,101839,12.6,59,0.156,0.21,0.332,0.122,1,0
SHOP040,2023-02,498319,458737,44996,9.1,57,0.168,0.211,0.21,0.125,2,0
SHOP040,2023-03,762967,662953,88251,11.5,54,0.197,0.149,0.205,0.12,3,0
SHOP040,2023-04,645031,571150,78812,12.2,60,0.067,0.148,0.156,0.104,4,0
SHOP040,2023-05,584033,504297,61262,10.3,,0.1,0.243,0.288,0.075,5,0
SHOP040,2023-06,557521,538021,45340,8.3,57,0.108,0.105,0.203,0.079,6,0
SHOP040,2023-07,1066724,914057,110738,12.0,47,0.093,0.129,0.189,0.13,7,1
SHOP040,2023-08,686002,543912,106483,15.9,54,0.086,,0.361,0.122,8,0
SHOP040,2023-09,791018,665611,93406,11.3,55,0.244,0.133,0.282,0.083,9,1
SHOP040,2023-10,825098,698751,113849,13.8,51,0.229,0.127,0.335,0.081,10,0
SHOP040,2023-11,906183,764293,101486,12.5,49,0.205,0.256,0.32,0.103,11,0
SHOP040,2023-12,773943,731764,86623,11.7,54,0.087,0.196,0.353,0.113,12,0
SHOP040,2024-01,742068,641836,105674,14.1,53,0.234,0.086,0.248,0.085,13,0
SHOP040,2024-02,598123,518662,104187,17.3,60,0.129,0.149,0.332,0.12,14,0
SHOP040,2024-03,744003,628700,97954,14.2,50,0.112,0.117,0.178,0.077,15,0
SHOP040,2024-04,711753,594436,112505,15.5,52,0.091,0.16,0.204,0.07,16,0
SHOP040,2024-05,867453,759091,107466,14.0,51,0.075,0.224,0.268,0.093,17,0
SHOP040,2024-06,991294,876840,130401,13.7,53,0.14,0.271,0.31,0.087,18,0
SHOP040,2024-07,769579,653382,77841,10.9,52,0.175,0.129,0.315,0.059,19,0
SHOP040,2024-08,571067,534293,79817,12.6,59,0.174,,0.306,0.117,20,0
SHOP040,2024-09,986116,823375,119374,11.9,75,0.191,0.207,0.203,0.113,21,0
SHOP040,2024-10,895129,827266,60718,6.4,49,0.132,0.149,0.271,0.101,22,0
SHOP040,2024-11,790307,628055,73626,11.2,60,0.133,0.177,0.249,0.139,23,0
SHOP040,2024-12,662651,524990,113983,16.7,65,0.202,0.178,0.231,0.109,24,1
SHOP040,2025-01,741771,529287,110280,16.1,70,0.145,0.136,0.232,0.12,25,0
SHOP040,2025-02,663075,577376,89199,12.2,58,0.124,0.105,0.302,0.067,26,0
SHOP040,2025-03,758062,628408,113850,14.6,55,0.091,0.105,0.258,0.093,27,1
SHOP040,2025-04,762515,751102,64291,7.4,57,0.157,0.196,0.32,0.075,28,0
SHOP040,2025-05,829018,678104,92468,10.2,64,0.14,0.152,0.232,0.073,29,0
SHOP040,2025-06,984451,864383,111431,11.4,47,0.163,0.172,0.271,0.064,30,1
SHOP040,2025-07,1153500,1026123,121563,10.0,60,0.191,0.184,0.317,0.065,31,1
SHOP040,2025-08,1180897,1093361,109671,9.2,53,0.148,0.156,0.359,0.122,32,0
SHOP040,2025-09,737082,728109,62949,8.5,59,0.121,0.215,0.114,0.143,33,1
SHOP040,2025-10,534975,397055,65337,14.4,61,0.102,0.094,0.19,0.106,34,1
SHOP040,2025-11,912818,745663,152258,17.9,54,0.181,0.183,0.214,0.174,35,0
SHOP040,2025-12,802470,815219,116495,11.8,,0.149,0.106,0.211,0.093,36,0
SHOP041,2023-01,668252,569826,81106,12.1,51,0.083,0.174,0.257,0.081,1,1
SHOP041,2023-02,751598,674615,88001,12.8,47,0.193,0.08,0.223,0.142,2,1
SHOP041,2023-03,628229,603767,79980,13.4,58,0.102,0.084,0.292,0.116,3,0
SHOP041,2023-04,732683,647131,82915,12.2,50,0.047,0.088,0.31,0.151,4,0
SHOP041,2023-05,534148,466483,78417,14.5,50,0.136,0.099,0.297,0.081,5,1
SHOP041,2023-06,578663,554568,61187,10.2,45,0.147,0.152,0.354,0.12,6,0
SHOP041,2023-07,661823,587700,80068,12.0,54,0.2,0.184,0.268,0.125,7,0
SHOP041,2023-08,657607,497549,98682,17.4,63,0.227,0.115,0.291,0.124,8,0
SHOP041,2023-09,613222,591007,76458,11.6,59,0.309,0.302,0.186,0.168,9,0
SHOP041,2023-10,827091,649961,130571,17.1,45,0.159,0.181,0.335,0.074,10,0
SHOP041,2023-11,897414,810258,101754,13.0,66,0.174,0.135,0.26,0.098,11,0
SHOP041,2023-12,594302,564673,51292,8.4,58,0.169,0.261,0.126,0.017,12,0
SHOP041,2024-01,685543,565410,86566,12.0,49,0.152,0.141,0.232,0.104,13,0
SHOP041,2024-02,744190,674030,115048,14.5,53,0.202,0.214,0.276,0.157,14,0
SHOP041,2024-03,471107,328023,69869,15.8,46,0.175,0.151,0.165,0.093,15,1
SHOP041,2024-04,705364,612592,78831,12.2,53,0.145,0.149,0.39,0.072,16,0
SHOP041,2024-05,639690,599826,107867,16.3,54,0.102,0.154,0.185,0.145,17,1
SHOP041,2024-06,653921,566659,101845,13.8,45,0.088,0.185,0.128,0.139,18,0
SHOP041,2024-07,765397,753868,99309,12.1,46,0.181,0.132,0.236,0.131,19,0
SHOP041,2024-08,735249,670980,86922,10.1,43,0.077,0.147,0.357,0.08,20,1
SHOP041,2024-09,622853,542145,62368,11.0,50,0.258,0.164,0.19,0.119,21,1
SHOP041,2024-10,775881,625839,82091,11.3,65,0.128,0.152,0.215,0.124,22,0
SHOP041,2024-11,689686,559414,93211,12.7,44,0.152,0.209,0.309,0.105,23,1
SHOP041,2024-12,588277,552461,63069,10.0,56,0.141,0.167,0.228,0.094,24,1
SHOP041,2025-01,592449,522309,58746,9.4,47,0.085,0.144,0.281,0.119,25,1
SHOP041,2025-02,532504,459668,78707,15.1,48,0.186,0.196,0.326,0.104,26,0
SHOP041,2025-03,667686,647837,81262,12.0,56,0.096,0.126,0.163,0.117,27,1
SHOP041,2025-04,707299,608487,74095,12.2,38,0.19,0.172,0.123,0.101,28,0
SHOP041,2025-05,589595,456742,88795,16.4,51,0.239,0.136,0.293,0.126,29,1
SHOP041,2025-06,643088,581760,68045,10.9,55,0.085,0.113,0.254,0.042,30,0
SHOP041,2025-07,541272,446089,54924,10.4,51,0.129,0.136,0.229,0.154,31,0
SHOP041,2025-08,578187,450113,95384,15.9,56,0.143,0.168,,0.075,32,0
SHOP041,2025-09,746027,652236,92625,13.4,51,0.0,0.167,0.293,0.074,33,1
SHOP041,2025-10,668307,555934,77495,12.4,54,0.232,0.175,0.318,0.073,34,0
SHOP041,2025-11,754768,648158,128950,15.3,53,0.197,0.142,0.254,0.092,35,0
SHOP041,2025-12,581588,485389,81983,13.5,47,0.136,0.127,0.263,0.131,36,0
SHOP042,2023-01,829834,672070,81449,11.2,66,0.141,0.18,0.228,0.09,1,0
SHOP042,2023-02,752617,574260,130284,18.6,61,0.127,0.232,0.217,0.079,2,0
SHOP042,2023-03,988934,930886,44985,4.2,57,0.114,0.25,0.319,0.114,3,0
SHOP042,2023-04,819494,722025,97325,13.4,75,0.18,0.235,0.142,0.128,4,0
SHOP042,2023-05,884216,733679,138940,17.5,84,0.14,0.222,0.246,0.117,5,0
SHOP042,2023-06,917916,761638,83501,11.2,69,0.163,0.126,0.169,0.077,6,0
SHOP042,2023-07,929205,847652,94500,9.9,67,0.195,0.188,0.238,0.068,7,0
SHOP042,2023-08,858627,843360,77377,9.1,62,0.175,0.181,0.341,0.126,8,1
SHOP042,2023-09,964962,864891,134526,13.5,62,0.151,0.171,0.27,0.132,9,0
SHOP042,2023-10,651325,599361,62218,9.3,79,0.097,0.223,0.314,0.142,10,0
SHOP042,2023-11,908889,756371,122371,15.7,69,0.119,0.173,0.196,0.082,11,0
SHOP042,2023-12,1040507,859469,166391,17.4,93,0.179,0.208,0.207,0.124,12,0
SHOP042,2024-01,531443,550767,39024,7.7,81,0.201,,0.248,0.09,13,1
SHOP042,2024-02,1046236,890783,127337,12.7,58,0.183,0.241,0.268,0.128,14,0
SHOP042,2024-03,999035,808143,177839,17.1,59,0.156,0.196,0.218,0.108,15,0
SHOP042,2024-04,1048979,988372,124212,11.5,60,0.129,0.214,0.198,0.105,16,0
SHOP042,2024-05,1137327,993782,96852,9.3,82,0.048,0.096,0.304,0.081,17,0
SHOP042,2024-06,1022769,892971,69586,6.6,74,0.255,0.213,0.206,0.079,18,0
SHOP042,2024-07,541975,496031,53492,9.6,78,0.115,0.117,0.32,0.028,19,0
SHOP042,2024-08,858466,732071,92017,11.6,62,0.152,0.2,0.169,0.133,20,0
SHOP042,2024-09,800689,784239,128417,15.7,,0.161,0.159,0.349,0.061,21,1
SHOP042,2024-10,1086851,904323,119394,11.7,61,0.147,0.15,0.273,0.093,22,0
SHOP042,2024-11,897174,753348,95280,11.0,77,0.117,0.156,0.244,0.145,23,0
SHOP042,2024-12,1042529,919436,93830,9.4,81,0.095,0.187,0.167,0.066,24,1
SHOP042,2025-01,1121145,895954,104444,9.1,64,0.056,0.133,0.165,0.07,25,1
SHOP042,2025-02,1343776,1085273,125554,10.7,71,0.129,0.098,0.319,0.123,26,0
