shop_id,year_month,months_active,monthly_revenue_rs,monthly_expenses_rs,monthly_profit_rs,profit_margin_pct,avg_daily_txns,sales_volatility,credit_sales_ratio,digital_payment_ratio,stockout_rate,target_credit_ready
SHOP_0630,2025-01,29,170819,166200,4619,2.7,16.3,3.337,0.428,0.586,0.618,0
SHOP_0631,2025-01,4,87805,60825,26980,30.73,3.13,3.112,0.084,0.386,0.104,1
SHOP_0632,2025-01,10,56472,41588,14884,26.36,9.64,4.261,0.133,0.917,0.356,0
SHOP_0633,2025-01,17,80852,57853,22999,28.45,18.8,2.453,0.223,0.552,0.453,1
SHOP_0634,2025-01,10,21092,19863,1229,5.83,4.12,4.365,0.356,0.892,0.362,0
SHOP_0635,2025-01,17,97349,60089,37260,38.28,19.57,1.861,0.188,0.027,0.622,1
SHOP_0636,2025-01,20,35576,25376,10200,28.67,19.89,4.641,0.464,0.553,0.693,0
SHOP_0637,2025-01,24,28371,16298,12073,42.55,11.33,3.523,0.047,0.687,0.081,1
SHOP_0638,2025-01,5,25194,18210,6984,27.72,3.82,1.36,0.185,0.713,0.091,1
SHOP_0639,2025-01,34,159354,143551,15803,9.92,6.66,2.864,0.354,0.862,0.091,1
SHOP_0640,2025-01,6,47076,29960,17116,36.36,8.78,2.712,0.113,0.024,0.477,0
SHOP_0641,2025-01,2,213974,190145,23829,11.14,6.53,0.776,0.328,0.02,0.261,0
SHOP_0642,2025-01,13,50259,26016,24243,48.24,5.97,2.997,0.082,0.459,0.513,0
SHOP_0643,2025-01,11,22134,14499,7635,34.5,19.46,1.642,0.028,0.047,0.284,1
SHOP_0644,2025-01,23,33471,30013,3458,10.33,3.49,0.357,0.061,0.926,0.439,1
SHOP_0645,2025-01,16,173697,81631,92066,53.0,14.8,4.748,0.465,0.227,0.539,0
SHOP_0646,2025-01,31,65570,46244,19326,29.47,0.51,3.243,0.276,0.46,0.384,0
SHOP_0647,2025-01,11,49821,46900,2921,5.86,12.13,4.397,0.398,0.077,0.378,0
SHOP_0648,2025-01,16,81798,52987,28811,35.22,18.36,3.413,0.166,0.506,0.062,1
SHOP_0649,2025-01,8,103907,87885,16022,15.42,6.11,1.849,0.296,0.373,0.288,1
SHOP_0650,2025-01,4,159880,88580,71300,44.6,4.12,2.612,0.247,0.062,0.382,0
SHOP_0651,2025-01,4,201582,110176,91406,45.34,13.21,3.411,0.473,0.332,0.323,0
SHOP_0652,2025-01,25,56849,26216,30633,53.88,14.4,4.805,0.374,0.384,0.631,0
SHOP_0653,2025-01,3,28905,20638,8267,28.6,13.92,1.343,0.365,0.941,0.635,1
SHOP_0654,2025-01,32,54752,40455,14297,26.11,6.73,4.387,0.023,0.213,0.575,1
SHOP_0655,2025-01,3,87746,50950,36796,41.93,5.42,4.628,0.275,0.527,0.263,1
SHOP_0656,2025-01,27,37249,33889,3360,9.02,19.14,3.385,0.233,0.938,0.502,0
SHOP_0657,2025-01,29,37421,25826,11595,30.99,18.5,4.663,0.464,0.757,0.277,1
SHOP_0658,2025-01,32,93028,64235,28793,30.95,9.42,2.05,0.129,0.944,0.163,1
SHOP_0659,2025-01,19,70682,65917,4765,6.74,17.0,4.77,0.135,0.921,0.24,0
SHOP_0660,2025-01,21,74829,56755,18074,24.15,9.32,3.544,0.206,0.475,0.05,1
SHOP_0661,2025-01,5,43004,22696,20308,47.22,8.78,0.306,0.122,0.668,0.232,1
SHOP_0662,2025-01,18,62238,32752,29486,47.38,3.56,4.544,0.065,0.123,0.323,1
SHOP_0663,2025-01,28,38294,35514,2780,7.26,8.81,2.474,0.429,0.43,0.669,0
SHOP_0664,2025-01,22,136372,127088,9284,6.81,10.98,2.356,0.279,0.772,0.219,0
SHOP_0665,2025-01,21,150946,126911,24035,15.92,0.94,2.876,0.431,0.49,0.632,0
SHOP_0666,2025-01,6,20084,10371,9713,48.36,9.16,0.832,0.416,0.674,0.16,1
SHOP_0667,2025-01,1,38152,34782,3370,8.83,15.74,2.399,0.141,0.714,0.134,0
SHOP_0668,2025-01,5,25653,15351,10302,40.16,13.76,4.173,0.274,0.256,0.363,0
SHOP_0669,2025-01,12,46397,42981,3416,7.36,12.89,0.176,0.042,0.834,0.471,0
SHOP_0670,2025-01,26,68981,44820,24161,35.03,18.24,1.437,0.458,0.448,0.031,1
SHOP_0671,2025-01,34,26509,20976,5533,20.87,0.85,0.112,0.202,0.215,0.155,0
SHOP_0672,2025-01,14,38357,21552,16805,43.81,11.36,2.137,0.197,0.825,0.319,1
SHOP_0673,2025-01,26,36215,31005,5210,14.39,15.85,3.669,0.151,0.409,0.232,1
SHOP_0674,2025-01,27,84549,54215,30334,35.88,11.06,4.014,0.23,0.718,0.499,1
SHOP_0675,2025-01,9,76768,65643,11125,14.49,6.82,4.731,0.126,0.53,0.358,0
SHOP_0676,2025-01,26,44125,26553,17572,39.82,3.16,3.082,0.187,0.375,0.112,1
SHOP_0677,2025-01,22,82766,42786,39980,48.3,17.81,1.348,0.4,0.773,0.626,1
SHOP_0678,2025-01,30,49877,45527,4350,8.72,9.68,4.628,0.417,0.564,0.205,0
SHOP_0679,2025-01,17,60466,31485,28981,47.93,17.62,3.899,0.152,0.383,0.512,1
SHOP_0680,2025-01,26,235960,157009,78951,33.46,11.92,2.915,0.235,0.122,0.546,0
SHOP_0681,2025-01,36,186899,170570,16329,8.74,13.65,3.509,0.437,0.853,0.674,0
SHOP_0682,2025-01,1,29445,22184,7261,24.66,16.18,4.629,0.026,0.053,0.349,0
SHOP_0683,2025-01,8,130720,116961,13759,10.53,13.35,3.591,0.445,0.823,0.431,0
SHOP_0684,2025-01,35,129053,78569,50484,39.12,8.26,1.905,0.11,0.355,0.234,1
SHOP_0685,2025-01,15,32736,18915,13821,42.22,10.52,3.594,0.339,0.615,0.475,0
SHOP_0686,2025-01,22,129721,119853,9868,7.61,16.16,0.297,0.291,0.878,0.324,1
SHOP_0687,2025-01,14,214605,152744,61861,28.83,7.79,1.993,0.276,0.161,0.306,0
SHOP_0688,2025-01,26,33330,18273,15057,45.18,8.07,2.091,0.43,0.547,0.599,0
SHOP_0689,2025-01,28,38474,18615,19859,51.62,2.37,0.918,0.051,0.731,0.035,1
SHOP_0690,2025-01,23,149099,105538,43561,29.22,18.33,0.213,0.174,0.725,0.617,1
SHOP_0691,2025-01,14,88437,42127,46310,52.36,2.28,0.754,0.269,0.509,0.596,1
SHOP_0692,2025-01,24,107585,74888,32697,30.39,13.14,3.308,0.406,0.601,0.354,1
SHOP_0693,2025-01,2,92820,71572,21248,22.89,8.56,4.031,0.108,0.725,0.343,0
SHOP_0694,2025-01,26,96133,50994,45139,46.95,8.41,4.942,0.401,0.802,0.253,1
SHOP_0695,2025-01,14,28896,20768,8128,28.13,13.75,1.797,0.2,0.728,0.696,0
SHOP_0696,2025-01,7,152226,111108,41118,27.01,1.81,3.037,0.094,0.349,0.078,0
SHOP_0697,2025-01,3,165829,119419,46410,27.99,12.08,4.692,0.379,0.947,0.413,0
SHOP_0698,2025-01,23,62282,33084,29198,46.88,15.55,0.919,0.045,0.424,0.477,0
SHOP_0699,2025-01,18,70938,38241,32697,46.09,16.65,3.616,0.257,0.043,0.654,0
SHOP_0700,2025-01,35,25040,19184,5856,23.39,3.83,3.799,0.032,0.357,0.546,1
SHOP_0701,2025-01,15,104818,84206,20612,19.66,18.0,0.536,0.178,0.139,0.451,0
SHOP_0702,2025-01,25,109146,78506,30640,28.07,13.29,4.32,0.301,0.133,0.082,1
SHOP_0703,2025-01,28,70015,47360,22655,32.36,17.7,4.084,0.278,0.282,0.262,1
SHOP_0704,2025-01,10,160660,137152,23508,14.63,9.96,0.264,0.202,0.07,0.097,0
SHOP_0705,2025-01,17,57881,32367,25514,44.08,11.07,0.546,0.215,0.66,0.617,1
SHOP_0706,2025-01,22,108578,78411,30167,27.78,18.42,0.341,0.113,0.089,0.525,0
SHOP_0707,2025-01,26,35819,28761,7058,19.7,18.05,1.74,0.228,0.209,0.53,0
SHOP_0708,2025-01,25,71935,66424,5511,7.66,9.24,2.596,0.477,0.106,0.457,0
SHOP_0709,2025-01,17,64728,55240,9488,14.66,5.85,2.709,0.425,0.079,0.355,0
SHOP_0710,2025-01,13,85624,40832,44792,52.31,8.17,1.412,0.073,0.269,0.105,1
SHOP_0711,2025-01,20,56462,46203,10259,18.17,8.06,4.567,0.015,0.552,0.231,1
SHOP_0712,2025-01,25,66701,59398,7303,10.95,6.09,1.904,0.467,0.917,0.096,1
SHOP_0713,2025-01,4,130383,95941,34442,26.42,5.74,0.323,0.263,0.834,0.507,1
SHOP_0714,2025-01,10,53867,44022,9845,18.28,17.29,1.571,0.269,0.835,0.112,1
SHOP_0715,2025-01,3,23751,22833,918,3.86,1.86,2.702,0.39,0.184,0.491,0
SHOP_0716,2025-01,18,248876,201274,47602,19.13,13.71,2.1,0.157,0.266,0.485,0
SHOP_0717,2025-01,36,192340,133027,59313,30.84,3.87,1.442,0.241,0.091,0.322,1
SHOP_0718,2025-01,22,29597,20351,9246,31.24,7.22,0.743,0.484,0.744,0.095,1
SHOP_0719,2025-01,34,118515,93748,24767,20.9,1.7,4.114,0.336,0.085,0.22,1
SHOP_0720,2025-01,8,51427,38207,13220,25.71,5.76,4.981,0.077,0.538,0.224,0
SHOP_0721,2025-01,19,87943,41182,46761,53.17,15.48,1.715,0.067,0.251,0.49,0
SHOP_0722,2025-01,6,89855,70087,19768,22.0,17.76,1.97,0.102,0.246,0.08,1
SHOP_0723,2025-01,26,62064,52329,9735,15.69,4.82,3.128,0.383,0.941,0.58,0
SHOP_0724,2025-01,34,42250,35953,6297,14.9,9.54,3.62,0.148,0.724,0.533,1
SHOP_0725,2025-01,6,45099,33255,11844,26.26,9.67,2.021,0.011,0.798,0.13,1
SHOP_0726,2025-01,33,38510,22238,16272,42.25,17.53,4.534,0.472,0.552,0.503,0
SHOP_0727,2025-01,22,40853,35576,5277,12.92,15.37,2.844,0.085,0.83,0.468,0
SHOP_0728,2025-01,21,69771,42147,27624,39.59,10.51,2.307,0.005,0.62,0.524,1
SHOP_0729,2025-01,6,44310,42927,1383,3.12,13.58,3.269,0.119,0.9,0.132,0
SHOP_0730,2025-01,6,117882,89350,28532,24.2,17.02,4.769,0.118,0.282,0.11,0
SHOP_0731,2025-01,4,207124,117810,89314,43.12,0.69,3.993,0.211,0.574,0.166,1
SHOP_0732,2025-01,30,48726,39004,9722,19.95,8.36,0.296,0.46,0.662,0.256,1
SHOP_0733,2025-01,11,86473,58907,27566,31.88,18.19,1.728,0.44,0.385,0.556,0
SHOP_0734,2025-01,30,103754,90407,13347,12.86,14.94,2.406,0.228,0.838,0.517,0
SHOP_0735,2025-01,31,101763,59709,42054,41.33,11.09,1.641,0.205,0.931,0.648,1
SHOP_0736,2025-01,24,77124,73445,3679,4.77,10.83,3.531,0.278,0.479,0.041,0
SHOP_0737,2025-01,9,122992,64959,58033,47.18,7.28,4.149,0.122,0.383,0.008,1
SHOP_0738,2025-01,3,102496,89679,12817,12.5,10.65,3.684,0.026,0.459,0.489,0
SHOP_0739,2025-01,31,30750,15884,14866,48.34,13.28,4.948,0.47,0.813,0.196,1
SHOP_0740,2025-01,36,134378,106583,27795,20.68,8.66,1.435,0.093,0.62,0.234,1
SHOP_0741,2025-01,24,136094,81245,54849,40.3,14.43,4.387,0.099,0.062,0.383,1
SHOP_0742,2025-01,31,42860,34751,8109,18.92,17.29,3.856,0.236,0.524,0.072,1
SHOP_0743,2025-01,6,75099,37539,37560,50.01,3.52,1.875,0.246,0.036,0.45,0
SHOP_0744,2025-01,2,117987,107708,10279,8.71,9.31,3.697,0.009,0.744,0.228,1
SHOP_0745,2025-01,20,63163,55924,7239,11.46,8.46,0.61,0.074,0.325,0.443,1
SHOP_0746,2025-01,28,154985,111387,43598,28.13,13.91,3.968,0.189,0.459,0.584,0
SHOP_0747,2025-01,11,382587,358321,24266,6.34,5.37,2.708,0.342,0.763,0.12,0
SHOP_0748,2025-01,4,42185,36960,5225,12.39,12.98,1.532,0.114,0.063,0.652,0
SHOP_0749,2025-01,15,27813,13345,14468,52.02,17.61,3.313,0.212,0.167,0.371,0
SHOP_0750,2025-01,6,90461,41835,48626,53.75,8.65,3.244,0.279,0.39,0.646,0
SHOP_0751,2025-01,30,121187,94596,26591,21.94,18.26,1.126,0.444,0.234,0.145,1
SHOP_0752,2025-01,2,62218,30528,31690,50.93,19.87,0.249,0.163,0.334,0.423,0
SHOP_0753,2025-01,15,202255,139807,62448,30.88,2.57,2.225,0.067,0.948,0.283,1
SHOP_0754,2025-01,11,28652,23983,4669,16.3,5.04,2.891,0.245,0.788,0.542,1
SHOP_0755,2025-01,8,118782,72187,46595,39.23,19.03,4.395,0.373,0.842,0.424,1
SHOP_0756,2025-01,26,47853,30185,17668,36.92,19.19,4.648,0.055,0.891,0.346,1
SHOP_0757,2025-01,5,243669,111055,132614,54.42,2.41,2.691,0.212,0.337,0.639,0
SHOP_0758,2025-01,6,295009,247667,47342,16.05,0.79,3.794,0.009,0.296,0.264,0
SHOP_0759,2025-01,26,42759,26673,16086,37.62,3.64,2.253,0.017,0.238,0.154,1
SHOP_0760,2025-01,4,49777,47409,2368,4.76,19.92,3.756,0.241,0.792,0.426,0
SHOP_0761,2025-01,19,133481,122771,10710,8.02,4.01,1.104,0.149,0.652,0.437,1
SHOP_0762,2025-01,20,55771,54540,1231,2.21,10.3,1.918,0.423,0.24,0.307,0
SHOP_0763,2025-01,33,70842,31899,38943,54.97,17.04,3.208,0.301,0.371,0.341,1
SHOP_0764,2025-01,20,74442,41300,33142,44.52,0.9,0.189,0.227,0.491,0.672,0
SHOP_0765,2025-01,12,19077,10741,8336,43.7,12.29,3.64,0.204,0.511,0.513,0
SHOP_0766,2025-01,1,72425,51411,21014,29.02,5.9,4.194,0.249,0.847,0.077,1
SHOP_0767,2025-01,26,45125,37046,8079,17.9,17.32,2.056,0.02,0.374,0.148,0
SHOP_0768,2025-01,14,51783,46596,5187,10.02,6.03,2.295,0.446,0.865,0.683,0
SHOP_0769,2025-01,11,200896,166567,34329,17.09,13.89,4.271,0.499,0.43,0.509,0
SHOP_0770,2025-01,36,30347,23693,6654,21.93,13.65,3.901,0.091,0.714,0.641,0
SHOP_0771,2025-01,13,129216,74836,54380,42.08,4.82,1.512,0.06,0.885,0.213,1
SHOP_0772,2025-01,3,60158,41748,18410,30.6,1.18,1.687,0.072,0.864,0.519,0
SHOP_0773,2025-01,33,60124,56452,3672,6.11,8.48,3.427,0.331,0.073,0.5,0
SHOP_0774,2025-01,6,127167,123409,3758,2.96,6.14,2.86,0.331,0.211,0.206,0
SHOP_0775,2025-01,10,92785,85897,6888,7.42,16.28,0.895,0.424,0.464,0.386,0
SHOP_0776,2025-01,5,109036,83133,25903,23.76,16.11,1.619,0.376,0.421,0.439,0
SHOP_0777,2025-01,23,144023,69910,74113,51.46,9.41,4.51,0.225,0.616,0.337,1
SHOP_0778,2025-01,10,57993,37242,20751,35.78,12.33,3.472,0.306,0.899,0.579,1
SHOP_0779,2025-01,2,47640,26442,21198,44.5,12.28,4.931,0.344,0.125,0.583,1
SHOP_0780,2025-01,13,34214,25073,9141,26.72,16.63,3.858,0.256,0.44,0.595,0
SHOP_0781,2025-01,2,41036,32349,8687,21.17,8.79,4.716,0.238,0.199,0.562,0
SHOP_0782,2025-01,20,576290,531655,44635,7.75,5.87,1.159,0.323,0.852,0.342,1
SHOP_0783,2025-01,1,174779,90143,84636,48.42,5.67,3.88,0.279,0.917,0.267,1
SHOP_0784,2025-01,9,28403,16046,12357,43.51,10.96,0.199,0.322,0.465,0.582,0
SHOP_0785,2025-01,17,28978,25816,3162,10.91,9.26,3.387,0.306,0.117,0.343,0
SHOP_0786,2025-01,9,102468,72599,29869,29.15,9.08,2.399,0.36,0.75,0.172,1
SHOP_0787,2025-01,11,107268,77414,29854,27.83,2.28,1.799,0.321,0.668,0.355,0
SHOP_0788,2025-01,15,107390,69664,37726,35.13,14.51,4.326,0.26,0.35,0.099,0
SHOP_0789,2025-01,24,61177,29274,31903,52.15,4.67,4.286,0.341,0.845,0.484,1
SHOP_0790,2025-01,35,66982,45060,21922,32.73,4.34,0.209,0.225,0.928,0.235,1
SHOP_0791,2025-01,30,91997,63817,28180,30.63,8.55,3.087,0.121,0.539,0.182,0
SHOP_0792,2025-01,31,77662,74037,3625,4.67,4.94,1.902,0.001,0.546,0.67,0
SHOP_0793,2025-01,5,15467,14642,825,5.33,11.89,2.137,0.28,0.297,0.544,0
SHOP_0794,2025-01,14,62264,54836,7428,11.93,7.74,4.177,0.295,0.564,0.551,0
SHOP_0795,2025-01,11,40296,38797,1499,3.72,9.25,1.618,0.486,0.429,0.437,0
SHOP_0796,2025-01,9,82673,48448,34225,41.4,10.97,4.721,0.181,0.301,0.587,0
SHOP_0797,2025-01,34,591065,352650,238415,40.34,4.47,0.98,0.197,0.082,0.531,1
SHOP_0798,2025-01,12,94583,85871,8712,9.21,3.54,3.347,0.101,0.255,0.419,0
SHOP_0799,2025-01,35,58720,31525,27195,46.31,17.67,3.393,0.035,0.204,0.673,1
SHOP_0800,2025-01,35,139422,125196,14226,10.2,8.96,1.336,0.386,0.524,0.134,1
SHOP_0801,2025-01,1,102527,84111,18416,17.96,8.54,1.691,0.125,0.58,0.66,0
SHOP_0802,2025-01,22,98132,83220,14912,15.2,1.19,4.191,0.304,0.586,0.281,0
SHOP_0803,2025-01,29,111837,87532,24305,21.73,10.21,3.833,0.344,0.381,0.37,1
SHOP_0804,2025-01,8,308532,260718,47814,15.5,11.31,1.713,0.236,0.412,0.086,0
SHOP_0805,2025-01,11,33136,23886,9250,27.91,11.4,2.716,0.438,0.796,0.378,1
SHOP_0806,2025-01,14,101879,77843,24036,23.59,14.29,0.402,0.222,0.463,0.428,0
SHOP_0807,2025-01,30,38236,17478,20758,54.29,3.96,1.123,0.142,0.939,0.698,1
SHOP_0808,2025-01,35,107889,102533,5356,4.96,5.42,2.481,0.448,0.429,0.683,0
SHOP_0809,2025-01,21,38443,34777,3666,9.54,16.31,0.521,0.431,0.624,0.676,0
SHOP_0810,2025-01,5,54603,51982,2621,4.8,18.97,4.232,0.082,0.067,0.244,0
SHOP_0811,2025-01,19,59482,38562,20920,35.17,3.15,3.618,0.013,0.628,0.694,0
SHOP_0812,2025-01,14,144795,137716,7079,4.89,10.2,4.724,0.045,0.812,0.319,1
SHOP_0813,2025-01,26,139096,74651,64445,46.33,4.68,3.498,0.143,0.896,0.596,1
SHOP_0814,2025-01,4,30577,21669,8908,29.13,1.67,4.708,0.486,0.948,0.151,0
SHOP_0815,2025-01,25,75997,53250,22747,29.93,6.85,2.817,0.279,0.282,0.354,0
SHOP_0816,2025-01,25,44502,30366,14136,31.76,3.3,3.041,0.187,0.555,0.676,1
SHOP_0817,2025-01,18,30304,26954,3350,11.05,14.34,4.887,0.444,0.439,0.663,0
SHOP_0818,2025-01,8,62824,54985,7839,12.48,10.91,3.246,0.227,0.544,0.479,0
SHOP_0819,2025-01,14,58927,47791,11136,18.9,3.3,0.251,0.158,0.166,0.558,0
SHOP_0820,2025-01,32,399793,266041,133752,33.46,0.68,3.647,0.471,0.816,0.123,1
SHOP_0821,2025-01,33,99019,86012,13007,13.14,16.26,4.537,0.425,0.866,0.505,0
SHOP_0822,2025-01,23,27880,25603,2277,8.17,3.94,3.998,0.422,0.438,0.433,1
SHOP_0823,2025-01,15,49250,22943,26307,53.42,12.32,2.961,0.256,0.281,0.064,1
SHOP_0824,2025-01,33,149488,144757,4731,3.17,7.07,3.389,0.395,0.151,0.079,1
SHOP_0825,2025-01,25,315499,174966,140533,44.54,11.92,4.952,0.09,0.656,0.076,1
SHOP_0826,2025-01,17,24096,13550,10546,43.77,6.66,0.544,0.287,0.31,0.507,0
SHOP_0827,2025-01,33,19615,16133,3482,17.75,2.2,3.369,0.492,0.866,0.099,1
SHOP_0828,2025-01,2,270946,246051,24895,9.19,4.85,1.489,0.145,0.644,0.327,0
SHOP_0829,2025-01,14,96060,86725,9335,9.72,4.17,3.236,0.397,0.62,0.25,0
SHOP_0830,2025-01,6,39823,24306,15517,38.96,8.85,3.077,0.245,0.54,0.385,1
SHOP_0831,2025-01,6,106323,67974,38349,36.07,13.34,0.852,0.02,0.063,0.495,0
SHOP_0832,2025-01,3,11556,6531,5025,43.49,5.64,1.113,0.382,0.887,0.479,0
SHOP_0833,2025-01,7,73303,35415,37888,51.69,0.74,3.146,0.084,0.604,0.361,1
SHOP_0834,2025-01,8,91994,56418,35576,38.67,10.62,0.728,0.316,0.944,0.325,0
SHOP_0835,2025-01,15,139663,125333,14330,10.26,12.31,1.399,0.043,0.52,0.278,1
SHOP_0836,2025-01,29,35964,30604,5360,14.9,19.28,4.193,0.473,0.68,0.603,0
SHOP_0837,2025-01,33,77651,41437,36214,46.64,11.99,1.703,0.146,0.072,0.232,1
SHOP_0838,2025-01,30,38262,33252,5010,13.09,9.69,2.491,0.113,0.608,0.182,1
SHOP_0839,2025-01,27,87445,82335,5110,5.84,11.68,4.712,0.065,0.731,0.52,1
SHOP_0840,2025-01,36,39076,23729,15347,39.27,18.59,1.213,0.473,0.744,0.252,1
SHOP_0841,2025-01,29,54958,42134,12824,23.33,16.65,2.009,0.356,0.736,0.593,0
SHOP_0842,2025-01,33,36422,17933,18489,50.76,6.8,3.072,0.371,0.23,0.23,1
SHOP_0843,2025-01,27,115358,73294,42064,36.46,5.13,3.801,0.25,0.927,0.491,1
SHOP_0844,2025-01,33,133374,124315,9059,6.79,5.62,4.518,0.237,0.946,0.032,1
SHOP_0845,2025-01,4,62054,29639,32415,52.24,10.34,4.586,0.055,0.09,0.27,1
SHOP_0846,2025-01,22,75114,63318,11796,15.7,15.01,3.906,0.28,0.891,0.24,0
SHOP_0847,2025-01,2,26529,21257,5272,19.87,10.31,1.219,0.123,0.289,0.572,0
SHOP_0848,2025-01,10,59292,45465,13827,23.32,1.82,0.222,0.489,0.661,0.677,0
SHOP_0849,2025-01,5,70605,67276,3329,4.71,14.61,1.98,0.398,0.334,0.323,1
SHOP_0850,2025-01,10,457968,328293,129675,28.32,16.22,0.794,0.206,0.92,0.577,1
SHOP_0851,2025-01,33,33578,30712,2866,8.54,6.15,3.581,0.076,0.114,0.49,0
SHOP_0852,2025-01,13,203806,156418,47388,23.25,13.45,3.34,0.393,0.483,0.677,0
SHOP_0853,2025-01,31,146943,116691,30252,20.59,8.82,0.315,0.061,0.418,0.568,0
SHOP_0854,2025-01,36,89005,50768,38237,42.96,17.84,4.199,0.095,0.323,0.054,1
SHOP_0855,2025-01,24,250455,138832,111623,44.57,16.98,1.319,0.106,0.62,0.499,1
SHOP_0856,2025-01,15,94890,85277,9613,10.13,10.75,2.218,0.278,0.142,0.375,0
SHOP_0857,2025-01,29,96030,75453,20577,21.43,13.98,3.373,0.394,0.686,0.012,0
SHOP_0858,2025-01,8,70461,55109,15352,21.79,17.73,2.204,0.157,0.932,0.176,0
SHOP_0859,2025-01,5,172215,154951,17264,10.02,10.17,2.262,0.042,0.768,0.645,0
SHOP_0860,2025-01,29,157555,87730,69825,44.32,6.61,0.422,0.232,0.82,0.648,1
SHOP_0861,2025-01,4,47194,28560,18634,39.48,15.2,2.067,0.374,0.354,0.559,0
SHOP_0862,2025-01,12,29043,25532,3511,12.09,4.79,3.848,0.111,0.322,0.687,0
SHOP_0863,2025-01,2,63444,49844,13600,21.44,8.08,4.584,0.11,0.501,0.565,0
SHOP_0864,2025-01,27,41772,38594,3178,7.61,17.38,2.126,0.474,0.063,0.007,1
SHOP_0865,2025-01,31,69950,45261,24689,35.29,14.63,2.176,0.477,0.899,0.201,0
SHOP_0866,2025-01,36,173895,159231,14664,8.43,8.37,3.543,0.495,0.154,0.021,1
SHOP_0867,2025-01,36,53098,24290,28808,54.25,4.69,4.72,0.404,0.86,0.066,1
SHOP_0868,2025-01,26,70971,40187,30784,43.38,7.44,1.409,0.094,0.098,0.153,1
SHOP_0869,2025-01,27,76162,58886,17276,22.68,6.04,2.257,0.106,0.785,0.352,1
SHOP_0870,2025-01,5,132442,89181,43261,32.66,3.93,4.0,0.17,0.161,0.593,0
SHOP_0871,2025-01,20,15172,7540,7632,50.3,14.99,3.087,0.159,0.055,0.603,1
SHOP_0872,2025-01,11,47825,32824,15001,31.37,5.42,0.642,0.478,0.689,0.431,0
SHOP_0873,2025-01,10,84787,75250,9537,11.25,9.36,3.176,0.395,0.281,0.65,0
SHOP_0874,2025-01,6,169406,132016,37390,22.07,8.02,1.015,0.362,0.684,0.35,0
SHOP_0875,2025-01,8,51827,27631,24196,46.69,19.65,2.6,0.093,0.536,0.622,1
SHOP_0876,2025-01,23,19661,12555,7106,36.14,8.13,2.693,0.455,0.121,0.318,0
SHOP_0877,2025-01,26,112848,71672,41176,36.49,2.06,4.393,0.414,0.887,0.194,1
SHOP_0878,2025-01,12,46875,24402,22473,47.94,2.25,2.366,0.082,0.441,0.641,1
SHOP_0879,2025-01,26,31800,16097,15703,49.38,12.02,1.469,0.436,0.703,0.272,1
SHOP_0880,2025-01,13,47238,23265,23973,50.75,12.19,1.232,0.136,0.486,0.352,0
SHOP_0881,2025-01,18,64269,59753,4516,7.03,8.67,4.384,0.04,0.582,0.23,0
SHOP_0882,2025-01,25,47891,33122,14769,30.84,8.92,0.938,0.328,0.302,0.464,1
SHOP_0883,2025-01,33,15617,9175,6442,41.25,1.55,2.187,0.327,0.206,0.697,1
SHOP_0884,2025-01,12,137029,79316,57713,42.12,10.57,1.017,0.047,0.525,0.018,1
SHOP_0885,2025-01,36,178512,117540,60972,34.16,10.34,3.889,0.159,0.429,0.63,0
SHOP_0886,2025-01,4,115389,102881,12508,10.84,3.42,2.424,0.496,0.383,0.003,0
SHOP_0887,2025-01,5,32979,18381,14598,44.26,2.52,1.821,0.339,0.645,0.255,1
SHOP_0888,2025-01,8,63510,38001,25509,40.17,2.91,1.869,0.365,0.662,0.118,1
SHOP_0889,2025-01,28,72797,68018,4779,6.57,2.47,4.276,0.106,0.063,0.53,0
SHOP_0890,2025-01,31,111208,81647,29561,26.58,12.39,2.813,0.039,0.335,0.035,1
SHOP_0891,2025-01,9,116756,103655,13101,11.22,4.33,3.618,0.138,0.403,0.387,1
SHOP_0892,2025-01,29,43743,35044,8699,19.89,5.4,4.495,0.124,0.11,0.206,1
SHOP_0893,2025-01,14,77451,75160,2291,2.96,3.88,4.519,0.117,0.239,0.094,0
SHOP_0894,2025-01,22,100720,77335,23385,23.22,19.18,1.71,0.096,0.068,0.54,1
SHOP_0895,2025-01,11,202618,139516,63102,31.14,17.17,4.767,0.287,0.947,0.152,1
SHOP_0896,2025-01,23,119749,78031,41718,34.84,4.99,0.222,0.164,0.705,0.157,1
SHOP_0897,2025-01,1,127050,79832,47218,37.16,6.89,1.946,0.41,0.101,0.193,0
SHOP_0898,2025-01,21,77550,41626,35924,46.32,4.59,4.489,0.092,0.039,0.411,0
SHOP_0899,2025-01,26,196285,169944,26341,13.42,10.09,1.446,0.232,0.689,0.462,0
SHOP_0900,2025-01,36,97425,89255,8170,8.39,0.88,1.438,0.007,0.428,0.012,1
SHOP_0901,2025-01,23,40024,21160,18864,47.13,13.59,1.583,0.241,0.752,0.169,1
SHOP_0902,2025-01,1,195313,175195,20118,10.3,10.7,3.1,0.028,0.879,0.302,0
SHOP_0903,2025-01,15,119197,55233,63964,53.66,18.02,2.248,0.489,0.577,0.232,0
SHOP_0904,2025-01,21,53630,28609,25021,46.65,3.71,3.661,0.395,0.194,0.619,0
SHOP_0905,2025-01,9,52279,37355,14924,28.55,16.18,4.485,0.245,0.747,0.551,0
SHOP_0906,2025-01,9,90003,41388,48615,54.02,15.94,3.404,0.043,0.909,0.438,1
