item,category,iso_year,iso_week,days_to_avurudu,festival_season,avg_wholesale_price_rs,avg_retail_price_rs,lag1_price,lag4_price,rolling4_mean_price,target_next_month_price,lag1_units,lag4_units,rolling4_mean_units,weekend_share,target_units_sold
"Fish (dry, katta)","meat, fish and eggs",2020,38,211,0,1100.0,1200.0,1200.0,,1200.94,1200.0,426,324,381.5,0.253,504
"Fish (dry, katta)","meat, fish and eggs",2020,42,181,0,1100.0,1200.0,1200.0,1203.75,1200.0,3128.0,504,313,391.5,0.321,353
"Fish (dry, katta)","meat, fish and eggs",2022,28,273,0,,3128.0,1200.0,1200.0,1682.0,3121.43,353,283,385.5,0.255,259
"Fish (dry, katta)","meat, fish and eggs",2022,33,242,0,,3121.43,3128.0,1200.0,2162.36,2733.33,259,426,333.5,0.217,218
"Fish (dry, katta)","meat, fish and eggs",2022,37,211,0,,2733.33,3121.43,1200.0,2545.69,2580.0,218,504,279.5,0.33,288
"Fish (dry, katta)","meat, fish and eggs",2022,41,181,0,,2580.0,2733.33,1200.0,2890.69,2616.67,288,353,265.0,0.354,295
"Fish (dry, katta)","meat, fish and eggs",2022,46,150,0,,2616.67,2580.0,3128.0,2762.86,1669.0,295,259,271.8,0.342,286
"Fish (dry, katta)","meat, fish and eggs",2022,50,120,0,,1669.0,2616.67,3121.43,2399.75,2500.0,286,218,316.5,0.301,397
"Fish (dry, katta)","meat, fish and eggs",2023,2,89,0,,2500.0,1669.0,2733.33,2341.42,1715.0,397,288,325.5,0.232,324
"Fish (dry, katta)","meat, fish and eggs",2023,7,58,0,,1715.0,2500.0,2580.0,2125.17,2366.67,324,295,337.5,0.269,343
"Fish (dry, katta)","meat, fish and eggs",2023,11,30,1,,2366.67,1715.0,2616.67,2062.67,2403.45,343,286,351.5,0.319,342
"Fish (dry, katta)","meat, fish and eggs",2023,15,365,0,,2403.45,2366.67,1669.0,2246.28,1641.0,342,397,321.0,0.352,275
"Fish (dry, katta)","meat, fish and eggs",2023,20,335,0,,1641.0,2403.45,2500.0,2031.53,2393.15,275,324,324.5,0.319,338
"Fish (dry, katta)","meat, fish and eggs",2023,24,304,0,,2393.15,1641.0,1715.0,2201.07,2392.02,338,343,302.2,0.153,254
"Fish (dry, katta)","meat, fish and eggs",2023,28,274,0,,2392.02,2393.15,2366.67,2207.41,2377.1,254,342,276.8,0.297,240
"Fish (dry, katta)","meat, fish and eggs",2023,33,243,0,,2377.1,2392.02,2403.45,2200.82,2275.8,240,275,289.5,0.371,326
"Fish (dry, katta)","meat, fish and eggs",2023,37,212,0,,2275.8,2377.1,1641.0,2359.52,2160.91,326,338,294.8,0.254,359
"Fish (dry, katta)","meat, fish and eggs",2023,41,182,0,,2160.91,2275.8,2393.15,2301.46,2135.66,359,254,301.0,0.312,279
"Fish (dry, katta)","meat, fish and eggs",2023,46,151,0,,2135.66,2160.91,2392.02,2237.37,2149.34,279,240,309.2,0.345,273
"Fish (dry, katta)","meat, fish and eggs",2023,50,121,0,,2149.34,2135.66,2377.1,2180.43,2145.92,273,326,292.5,0.297,259
"Fish (dry, katta)","meat, fish and eggs",2024,3,90,0,,2145.92,2149.34,2275.8,2147.96,2138.26,259,359,268.8,0.255,264
"Fish (dry, katta)","meat, fish and eggs",2024,7,59,0,,2138.26,2145.92,2160.91,2142.29,2118.61,264,279,282.5,0.329,334
"Fish (dry, katta)","meat, fish and eggs",2024,11,30,1,,2118.61,2138.26,2135.66,2138.03,2136.15,334,273,287.5,0.321,293
"Fish (dry, katta)","meat, fish and eggs",2024,16,364,0,,2136.15,2118.61,2149.34,2134.73,2116.65,293,259,286.2,0.274,254
"Fish (dry, katta)","meat, fish and eggs",2024,20,334,0,,2116.65,2136.15,2145.92,2127.42,2153.61,254,264,300.0,0.352,319
"Fish (dry, katta)","meat, fish and eggs",2024,24,303,0,,2153.61,2116.65,2138.26,2131.26,2134.5,319,334,292.2,0.263,303
"Fish (dry, katta)","meat, fish and eggs",2024,29,273,0,,2134.5,2153.61,2118.61,2135.23,2104.33,303,293,301.8,0.377,331
"Fish (dry, katta)","meat, fish and eggs",2024,33,242,0,,2104.33,2134.5,2136.15,2127.27,2069.79,331,254,319.8,0.371,326
"Fish (dry, katta)","meat, fish and eggs",2024,37,211,0,,2069.79,2104.33,2116.65,2115.56,2008.5,326,319,316.5,0.35,306
"Fish (dry, katta)","meat, fish and eggs",2024,42,181,0,,2008.5,2069.79,2153.61,2079.28,2019.38,306,303,314.0,0.326,293
"Fish (dry, katta)","meat, fish and eggs",2024,46,150,0,,2019.38,2008.5,2134.5,2050.5,2033.53,293,331,306.0,0.253,299
"Fish (dry, katta)","meat, fish and eggs",2024,50,120,0,,2033.53,2019.38,2104.33,2032.8,2030.96,299,326,298.2,0.33,295
"Fish (dry, katta)","meat, fish and eggs",2025,3,89,0,,2030.96,2033.53,2069.79,2023.09,2021.15,295,306,299.2,0.313,310
"Fish (dry, katta)","meat, fish and eggs",2025,7,58,0,,2021.15,2030.96,2008.5,2026.25,2043.21,310,293,312.0,0.239,344
"Fish (dry, katta)","meat, fish and eggs",2025,11,30,1,,2043.21,2021.15,2019.38,2032.21,2113.24,344,299,330.5,0.324,373
"Fish (dry, katta)","meat, fish and eggs",2025,16,364,0,,2113.24,2043.21,2033.53,2052.14,2201.37,373,295,336.2,0.345,318
"Fish (dry, katta)","meat, fish and eggs",2025,20,334,0,,2201.37,2113.24,2030.96,2094.74,2444.99,318,310,326.0,0.347,269
"Fish (dry, katta)","meat, fish and eggs",2025,24,303,0,,2444.99,2201.37,2021.15,2200.7,2510.51,269,344,320.5,0.312,322
"Fish (dry, katta)","meat, fish and eggs",2025,29,273,0,,2510.51,2444.99,2043.21,2317.53,2396.23,322,373,297.5,0.272,281
"Fish (dry, katta)","meat, fish and eggs",2025,33,242,0,,2396.23,2510.51,2113.24,2388.27,2336.02,281,318,303.0,0.328,340
"Fish (dry, katta)","meat, fish and eggs",2025,38,211,0,,2336.02,2396.23,2201.37,2421.94,,340,269,296.2,0.16,242
"Fish (dry, sprats)","meat, fish and eggs",2020,3,90,0,550.0,601.9,,,601.9,600.0,110,110,110.0,0.151,110
"Fish (dry, sprats)","meat, fish and eggs",2020,7,59,0,550.0,600.0,601.9,,600.95,600.0,110,124,117.0,0.275,124
"Fish (dry, sprats)","meat, fish and eggs",2020,11,30,1,550.0,600.0,600.0,,600.63,,124,159,131.0,0.24,159
"Fish (dry, sprats)","meat, fish and eggs",2020,16,364,0,550.0,,600.0,,600.63,,159,141,133.5,0.301,141
"Fish (dry, sprats)","meat, fish and eggs",2020,20,334,0,515.83,,,601.9,600.0,650.0,141,110,136.8,0.256,123
"Fish (dry, sprats)","meat, fish and eggs",2020,25,303,0,540.0,650.0,,600.0,625.0,650.0,123,124,132.2,0.332,106
"Fish (dry, sprats)","meat, fish and eggs",2020,29,273,0,600.0,650.0,650.0,600.0,650.0,603.57,106,159,120.8,0.323,113
"Fish (dry, sprats)","meat, fish and eggs",2020,33,242,0,551.79,603.57,650.0,,634.52,600.0,113,141,116.2,0.361,123
"Fish (dry, sprats)","meat, fish and eggs",2020,38,211,0,550.0,600.0,603.57,,625.89,600.0,123,123,111.0,0.374,102
"Fish (dry, sprats)","meat, fish and eggs",2020,42,181,0,550.0,600.0,600.0,650.0,613.39,1864.52,102,106,116.0,0.333,126
"Fish (dry, sprats)","meat, fish and eggs",2022,28,273,0,,1864.52,600.0,650.0,917.02,2026.67,126,113,105.8,0.277,72
"Fish (dry, sprats)","meat, fish and eggs",2022,33,242,0,,2026.67,1864.52,603.57,1272.8,2495.65,72,123,96.2,0.15,85
"Fish (dry, sprats)","meat, fish and eggs",2022,37,211,0,,2495.65,2026.67,600.0,1746.71,1688.89,85,102,91.0,0.197,81
"Fish (dry, sprats)","meat, fish and eggs",2022,41,181,0,,1688.89,2495.65,600.0,2018.93,1504.35,81,126,86.5,0.27,108
"Fish (dry, sprats)","meat, fish and eggs",2022,46,150,0,,1504.35,1688.89,1864.52,1928.89,885.0,108,72,91.2,0.266,91
"Fish (dry, sprats)","meat, fish and eggs",2022,50,120,0,,885.0,1504.35,2026.67,1643.47,1361.29,91,85,99.2,0.266,117
"Fish (dry, sprats)","meat, fish and eggs",2023,2,89,0,,1361.29,885.0,2495.65,1359.88,906.67,117,81,98.8,0.278,79
"Fish (dry, sprats)","meat, fish and eggs",2023,7,58,0,,906.67,1361.29,1688.89,1164.33,1194.64,79,108,98.0,0.337,105
"Fish (dry, sprats)","meat, fish and eggs",2023,11,30,1,,1194.64,906.67,1504.35,1086.9,1204.62,105,91,105.8,0.332,122
"Fish (dry, sprats)","meat, fish and eggs",2023,15,365,0,,1204.62,1194.64,885.0,1166.8,875.83,122,117,100.2,0.253,95
"Fish (dry, sprats)","meat, fish and eggs",2023,20,335,0,,875.83,1204.62,1361.29,1045.44,1153.66,95,79,108.2,0.375,111
"Fish (dry, sprats)","meat, fish and eggs",2023,24,304,0,,1153.66,875.83,906.67,1107.19,1187.66,111,105,110.8,0.294,115
"Fish (dry, sprats)","meat, fish and eggs",2023,28,274,0,,1187.66,1153.66,1194.64,1105.44,1199.03,115,122,105.2,0.295,100
"Fish (dry, sprats)","meat, fish and eggs",2023,33,243,0,,1199.03,1187.66,1204.62,1104.04,1176.15,100,95,102.0,0.254,82
"Fish (dry, sprats)","meat, fish and eggs",2023,37,212,0,,1176.15,1199.03,875.83,1179.12,1210.57,82,111,99.2,0.339,100
"Fish (dry, sprats)","meat, fish and eggs",2023,41,182,0,,1210.57,1176.15,1153.66,1193.35,1215.11,100,115,89.5,0.32,76
"Fish (dry, sprats)","meat, fish and eggs",2023,46,151,0,,1215.11,1210.57,1187.66,1200.22,1246.28,76,100,88.8,0.293,97
"Fish (dry, sprats)","meat, fish and eggs",2023,50,121,0,,1246.28,1215.11,1199.03,1212.03,1261.03,97,82,92.0,0.225,95
"Fish (dry, sprats)","meat, fish and eggs",2024,3,90,0,,1261.03,1246.28,1176.15,1233.25,1215.28,95,100,86.0,0.373,76
"Fish (dry, sprats)","meat, fish and eggs",2024,7,59,0,,1215.28,1261.03,1210.57,1234.42,1159.16,76,76,85.0,0.286,72
"Fish (dry, sprats)","meat, fish and eggs",2024,11,30,1,,1159.16,1215.28,1215.11,1220.44,1138.4,72,97,89.8,0.322,116
"Fish (dry, sprats)","meat, fish and eggs",2024,16,364,0,,1138.4,1159.16,1246.28,1193.47,1113.61,116,95,90.2,0.318,97
"Fish (dry, sprats)","meat, fish and eggs",2024,20,334,0,,1113.61,1138.4,1261.03,1156.61,1134.94,97,76,95.8,0.297,98
"Fish (dry, sprats)","meat, fish and eggs",2024,24,303,0,,1134.94,1113.61,1215.28,1136.53,1116.6,98,72,100.2,0.321,90
"Fish (dry, sprats)","meat, fish and eggs",2024,29,273,0,,1116.6,1134.94,1159.16,1125.89,1097.55,90,116,96.2,0.292,100
"Fish (dry, sprats)","meat, fish and eggs",2024,33,242,0,,1097.55,1116.6,1138.4,1115.68,1120.26,100,97,97.2,0.352,101
"Fish (dry, sprats)","meat, fish and eggs",2024,37,211,0,,1120.26,1097.55,1113.61,1117.34,1197.23,101,98,91.0,0.431,73
"Fish (dry, sprats)","meat, fish and eggs",2024,42,181,0,,1197.23,1120.26,1134.94,1132.91,1172.06,73,90,91.5,0.293,92
"Fish (dry, sprats)","meat, fish and eggs",2024,46,150,0,,1172.06,1197.23,1116.6,1146.77,1130.39,92,100,89.8,0.379,93
"Fish (dry, sprats)","meat, fish and eggs",2024,50,120,0,,1130.39,1172.06,1097.55,1154.99,1097.86,93,101,92.0,0.266,110
"Fish (dry, sprats)","meat, fish and eggs",2025,3,89,0,,1097.86,1130.39,1120.26,1149.38,1011.07,110,73,94.8,0.365,84
"Fish (dry, sprats)","meat, fish and eggs",2025,7,58,0,,1011.07,1097.86,1197.23,1102.85,933.99,84,92,98.2,0.307,106
"Fish (dry, sprats)","meat, fish and eggs",2025,11,30,1,,933.99,1011.07,1172.06,1043.33,917.38,106,93,105.0,0.235,120
"Fish (dry, sprats)","meat, fish and eggs",2025,16,364,0,,917.38,933.99,1130.39,990.07,892.05,120,110,103.8,0.3,105
"Fish (dry, sprats)","meat, fish and eggs",2025,20,334,0,,892.05,917.38,1097.86,938.62,1115.7,105,84,108.5,0.323,103
"Fish (dry, sprats)","meat, fish and eggs",2025,24,303,0,,1115.7,892.05,1011.07,964.78,1320.01,103,106,106.2,0.239,97
"Fish (dry, sprats)","meat, fish and eggs",2025,29,273,0,,1320.01,1115.7,933.99,1061.28,1275.57,97,120,103.2,0.326,108
"Fish (dry, sprats)","meat, fish and eggs",2025,33,242,0,,1275.57,1320.01,917.38,1150.83,1309.37,108,105,95.0,0.338,72
"Fish (dry, sprats)","meat, fish and eggs",2025,38,211,0,,1309.37,1275.57,892.05,1255.16,,72,103,91.8,0.354,90
Fish (goldstripe sardinella),"meat, fish and eggs",2020,3,90,0,180.0,234.98,,,234.98,240.0,440,440,440.0,0.26,440
Fish (goldstripe sardinella),"meat, fish and eggs",2020,7,59,0,183.61,240.0,234.98,,237.49,238.88,440,491,465.5,0.243,491
Fish (goldstripe sardinella),"meat, fish and eggs",2020,11,30,1,181.11,238.88,240.0,,237.95,320.0,491,805,578.7,0.354,805
Fish (goldstripe sardinella),"meat, fish and eggs",2020,16,364,0,229.17,320.0,238.88,,258.47,316.67,805,354,522.5,0.277,354
Fish (goldstripe sardinella),"meat, fish and eggs",2020,20,334,0,231.52,316.67,320.0,234.98,278.89,327.67,354,440,508.5,0.301,384
Fish (goldstripe sardinella),"meat, fish and eggs",2020,25,303,0,269.38,327.67,316.67,240.0,300.81,326.68,384,491,465.5,0.377,319
Fish (goldstripe sardinella),"meat, fish and eggs",2020,29,273,0,274.26,326.68,327.67,238.88,322.76,332.14,319,805,362.8,0.261,394
Fish (goldstripe sardinella),"meat, fish and eggs",2020,33,242,0,282.5,332.14,326.68,320.0,325.79,230.57,394,354,382.0,0.354,431
Fish (goldstripe sardinella),"meat, fish and eggs",2020,38,211,0,175.15,230.57,332.14,316.67,304.27,230.57,431,384,387.2,0.293,405
Fish (goldstripe sardinella),"meat, fish and eggs",2020,42,181,0,175.15,230.57,230.57,327.67,279.99,1378.26,405,319,420.5,0.289,452
Fish (goldstripe sardinella),"meat, fish and eggs",2022,28,273,0,,1378.26,230.57,326.68,542.88,820.25,452,394,389.2,0.247,269
Fish (goldstripe sardinella),"meat, fish and eggs",2022,33,242,0,,820.25,1378.26,332.14,664.91,1280.0,269,431,368.8,0.383,349
Fish (goldstripe sardinella),"meat, fish and eggs",2022,37,211,0,,1280.0,820.25,230.57,927.27,595.87,349,405,334.5,0.342,268
Fish (goldstripe sardinella),"meat, fish and eggs",2022,41,181,0,,595.87,1280.0,230.57,1018.6,538.6,268,452,321.0,0.284,398
Fish (goldstripe sardinella),"meat, fish and eggs",2022,46,150,0,,538.6,595.87,1378.26,808.68,548.0,398,269,354.2,0.369,402
Fish (goldstripe sardinella),"meat, fish and eggs",2022,50,120,0,,548.0,538.6,820.25,740.62,578.33,402,349,396.8,0.285,519
Fish (goldstripe sardinella),"meat, fish and eggs",2023,2,89,0,,578.33,548.0,1280.0,565.2,368.0,519,268,431.5,0.336,407
Fish (goldstripe sardinella),"meat, fish and eggs",2023,7,58,0,,368.0,578.33,595.87,508.23,523.33,407,398,452.8,0.399,483
Fish (goldstripe sardinella),"meat, fish and eggs",2023,11,30,1,,523.33,368.0,538.6,504.42,640.8,483,402,528.0,0.342,703
Fish (goldstripe sardinella),"meat, fish and eggs",2023,15,365,0,,640.8,523.33,548.0,527.62,424.0,703,519,494.8,0.272,386
Fish (goldstripe sardinella),"meat, fish and eggs",2023,20,335,0,,424.0,640.8,578.33,489.03,1119.64,386,407,497.0,0.357,416
Fish (goldstripe sardinella),"meat, fish and eggs",2023,24,304,0,,1119.64,424.0,368.0,676.94,1170.49,416,483,450.5,0.251,297
Fish (goldstripe sardinella),"meat, fish and eggs",2023,28,274,0,,1170.49,1119.64,523.33,838.73,1070.18,297,703,346.5,0.292,287
Fish (goldstripe sardinella),"meat, fish and eggs",2023,33,243,0,,1070.18,1170.49,640.8,946.08,970.14,287,386,333.2,0.3,333
Fish (goldstripe sardinella),"meat, fish and eggs",2023,37,212,0,,970.14,1070.18,424.0,1082.61,897.86,333,416,292.8,0.345,254
Fish (goldstripe sardinella),"meat, fish and eggs",2023,41,182,0,,897.86,970.14,1119.64,1027.17,844.15,254,297,298.2,0.381,319
Fish (goldstripe sardinella),"meat, fish and eggs",2023,46,151,0,,844.15,897.86,1170.49,945.58,907.55,319,287,337.8,0.301,445
Fish (goldstripe sardinella),"meat, fish and eggs",2023,50,121,0,,907.55,844.15,1070.18,904.93,975.31,445,333,320.0,0.26,262
Fish (goldstripe sardinella),"meat, fish and eggs",2024,3,90,0,,975.31,907.55,970.14,906.22,942.06,262,254,342.8,0.206,345
Fish (goldstripe sardinella),"meat, fish and eggs",2024,7,59,0,,942.06,975.31,897.86,917.27,930.03,345,319,345.2,0.291,329
Fish (goldstripe sardinella),"meat, fish and eggs",2024,11,30,1,,930.03,942.06,844.15,938.74,888.39,329,445,370.8,0.348,547
Fish (goldstripe sardinella),"meat, fish and eggs",2024,16,364,0,,888.39,930.03,907.55,933.95,892.34,547,262,396.2,0.251,364
Fish (goldstripe sardinella),"meat, fish and eggs",2024,20,334,0,,892.34,888.39,975.31,913.21,918.75,364,345,386.2,0.369,305
Fish (goldstripe sardinella),"meat, fish and eggs",2024,24,303,0,,918.75,892.34,942.06,907.38,868.48,305,329,374.0,0.309,280
Fish (goldstripe sardinella),"meat, fish and eggs",2024,29,273,0,,868.48,918.75,930.03,891.99,748.13,280,547,325.8,0.364,354
Fish (goldstripe sardinella),"meat, fish and eggs",2024,33,242,0,,748.13,868.48,888.39,856.92,768.11,354,364,336.8,0.247,408
Fish (goldstripe sardinella),"meat, fish and eggs",2024,37,211,0,,768.11,748.13,892.34,825.87,764.48,408,305,342.2,0.364,327
Fish (goldstripe sardinella),"meat, fish and eggs",2024,42,181,0,,764.48,768.11,918.75,787.3,772.15,327,280,350.2,0.259,312
Fish (goldstripe sardinella),"meat, fish and eggs",2024,46,150,0,,772.15,764.48,868.48,763.22,855.05,312,354,345.0,0.258,333
Fish (goldstripe sardinella),"meat, fish and eggs",2024,50,120,0,,855.05,772.15,748.13,789.95,912.29,333,408,318.5,0.402,302
Fish (goldstripe sardinella),"meat, fish and eggs",2025,3,89,0,,912.29,855.05,768.11,825.99,905.25,302,327,325.5,0.368,355
Fish (goldstripe sardinella),"meat, fish and eggs",2025,7,58,0,,905.25,912.29,764.48,861.18,894.47,355,312,339.2,0.259,367
Fish (goldstripe sardinella),"meat, fish and eggs",2025,11,30,1,,894.47,905.25,772.15,891.76,938.0,367,333,370.2,0.298,457
Fish (goldstripe sardinella),"meat, fish and eggs",2025,16,364,0,,938.0,894.47,855.05,912.5,937.86,457,302,377.5,0.41,331
Fish (goldstripe sardinella),"meat, fish and eggs",2025,20,334,0,,937.86,938.0,912.29,918.9,1055.7,331,355,354.5,0.367,263
Fish (goldstripe sardinella),"meat, fish and eggs",2025,24,303,0,,1055.7,937.86,905.25,956.51,1085.53,263,367,343.5,0.233,323
Fish (goldstripe sardinella),"meat, fish and eggs",2025,29,273,0,,1085.53,1055.7,894.47,1004.27,976.05,323,457,316.5,0.347,349
Fish (goldstripe sardinella),"meat, fish and eggs",2025,33,242,0,,976.05,1085.53,938.0,1013.79,888.61,349,331,312.2,0.233,314
Fish (goldstripe sardinella),"meat, fish and eggs",2025,38,211,0,,888.61,976.05,937.86,1001.47,,314,263,321.8,0.278,301
Fish (jack),"meat, fish and eggs",2020,3,90,0,586.9,885.95,,,885.95,856.88,470,470,470.0,0.287,470
Fish (jack),"meat, fish and eggs",2020,7,59,0,560.38,856.88,885.95,,871.41,851.12,470,466,468.0,0.282,466
Fish (jack),"meat, fish and eggs",2020,11,30,1,563.89,851.12,856.88,,864.65,857.5,466,433,456.3,0.277,433
Fish (jack),"meat, fish and eggs",2020,16,364,0,478.33,857.5,851.12,,862.86,998.0,433,395,441.0,0.326,395
Fish (jack),"meat, fish and eggs",2020,20,334,0,583.91,998.0,857.5,885.95,890.87,1064.6,395,470,441.5,0.321,472
Fish (jack),"meat, fish and eggs",2020,25,303,0,680.46,1064.6,998.0,856.88,942.8,1018.24,472,466,446.0,0.281,484
Fish (jack),"meat, fish and eggs",2020,29,273,0,638.99,1018.24,1064.6,851.12,984.59,1034.16,484,433,437.2,0.173,398
Fish (jack),"meat, fish and eggs",2020,33,242,0,654.79,1034.16,1018.24,857.5,1028.75,1031.22,398,395,428.0,0.288,358
Fish (jack),"meat, fish and eggs",2020,38,211,0,646.5,1031.22,1034.16,998.0,1037.06,1031.22,358,472,422.8,0.347,451
Fish (jack),"meat, fish and eggs",2020,42,181,0,646.5,1031.22,1031.22,1064.6,1028.71,2361.54,451,484,400.8,0.402,396
Fish (jack),"meat, fish and eggs",2022,28,273,0,,2361.54,1031.22,1018.24,1364.54,2670.0,396,398,361.2,0.313,240
Fish (jack),"meat, fish and eggs",2022,33,242,0,,2670.0,2361.54,1034.16,1773.5,2206.67,240,358,349.5,0.218,311
Fish (jack),"meat, fish and eggs",2022,37,211,0,,2206.67,2670.0,1031.22,2067.36,1981.25,311,451,323.2,0.371,346
Fish (jack),"meat, fish and eggs",2022,41,181,0,,1981.25,2206.67,1031.22,2304.86,1980.0,346,396,291.5,0.359,269
Fish (jack),"meat, fish and eggs",2022,46,150,0,,1980.0,1981.25,2361.54,2209.48,1435.0,269,240,308.8,0.294,309
Fish (jack),"meat, fish and eggs",2022,50,120,0,,1435.0,1980.0,2670.0,1900.73,1915.24,309,311,321.2,0.369,361
Fish (jack),"meat, fish and eggs",2023,2,89,0,,1915.24,1435.0,2206.67,1827.87,1092.0,361,346,305.8,0.313,284
Fish (jack),"meat, fish and eggs",2023,7,58,0,,1092.0,1915.24,1981.25,1605.56,2837.65,284,269,329.2,0.378,363
Fish (jack),"meat, fish and eggs",2023,11,30,1,,2837.65,1092.0,1980.0,1819.97,1942.86,363,309,336.2,0.199,337
Fish (jack),"meat, fish and eggs",2023,15,365,0,,1942.86,2837.65,1435.0,1946.94,1424.0,337,361,335.2,0.362,357
Fish (jack),"meat, fish and eggs",2023,20,335,0,,1424.0,1942.86,1915.24,1824.13,1957.2,357,284,351.2,0.339,348
Fish (jack),"meat, fish and eggs",2023,24,304,0,,1957.2,1424.0,1092.0,2040.43,1893.06,348,363,337.8,0.208,309
Fish (jack),"meat, fish and eggs",2023,28,274,0,,1893.06,1957.2,2837.65,1804.28,1774.26,309,337,326.8,0.378,293
Fish (jack),"meat, fish and eggs",2023,33,243,0,,1774.26,1893.06,1942.86,1762.13,1715.13,293,357,315.5,0.396,312
Fish (jack),"meat, fish and eggs",2023,37,212,0,,1715.13,1774.26,1424.0,1834.91,1591.29,312,348,302.8,0.243,297
Fish (jack),"meat, fish and eggs",2023,41,182,0,,1591.29,1715.13,1957.2,1743.43,1491.45,297,309,312.0,0.235,346
Fish (jack),"meat, fish and eggs",2023,46,151,0,,1491.45,1591.29,1893.06,1643.03,1687.8,346,293,337.8,0.261,396
Fish (jack),"meat, fish and eggs",2023,50,121,0,,1687.8,1491.45,1774.26,1621.42,1775.02,396,312,339.8,0.244,320
Fish (jack),"meat, fish and eggs",2024,3,90,0,,1775.02,1687.8,1715.13,1636.39,1659.79,320,297,357.0,0.356,366
Fish (jack),"meat, fish and eggs",2024,7,59,0,,1659.79,1775.02,1591.29,1653.51,1601.38,366,346,375.2,0.278,419
Fish (jack),"meat, fish and eggs",2024,11,30,1,,1601.38,1659.79,1491.45,1681.0,1687.9,419,396,400.8,0.31,498
Fish (jack),"meat, fish and eggs",2024,16,364,0,,1687.9,1601.38,1687.8,1681.02,1820.17,498,320,431.2,0.291,442
Fish (jack),"meat, fish and eggs",2024,20,334,0,,1820.17,1687.9,1775.02,1692.31,1906.93,442,366,438.0,0.26,393
Fish (jack),"meat, fish and eggs",2024,24,303,0,,1906.93,1820.17,1659.79,1754.09,1809.66,393,419,423.0,0.292,359
Fish (jack),"meat, fish and eggs",2024,29,273,0,,1809.66,1906.93,1601.38,1806.16,1679.48,359,498,384.5,0.286,344
Fish (jack),"meat, fish and eggs",2024,33,242,0,,1679.48,1809.66,1687.9,1804.06,1737.6,344,442,356.8,0.256,331
Fish (jack),"meat, fish and eggs",2024,37,211,0,,1737.6,1679.48,1820.17,1783.42,1650.1,331,393,339.8,0.333,325
Fish (jack),"meat, fish and eggs",2024,42,181,0,,1650.1,1737.6,1906.93,1719.21,1595.66,325,359,328.2,0.243,313
Fish (jack),"meat, fish and eggs",2024,46,150,0,,1595.66,1650.1,1809.66,1665.71,1737.6,313,344,333.5,0.383,365
Fish (jack),"meat, fish and eggs",2024,50,120,0,,1737.6,1595.66,1679.48,1680.24,1771.85,365,331,325.2,0.34,298
Fish (jack),"meat, fish and eggs",2025,3,89,0,,1771.85,1737.6,1737.6,1688.8,1657.21,298,325,340.0,0.315,384
Fish (jack),"meat, fish and eggs",2025,7,58,0,,1657.21,1771.85,1650.1,1690.58,1608.91,384,313,348.5,0.297,347
Fish (jack),"meat, fish and eggs",2025,11,30,1,,1608.91,1657.21,1595.66,1693.89,1720.78,347,365,388.8,0.316,526
Fish (jack),"meat, fish and eggs",2025,16,364,0,,1720.78,1608.91,1737.6,1689.69,1745.03,526,298,409.0,0.27,379
Fish (jack),"meat, fish and eggs",2025,20,334,0,,1745.03,1720.78,1771.85,1682.98,1826.47,379,384,402.8,0.272,359
Fish (jack),"meat, fish and eggs",2025,24,303,0,,1826.47,1745.03,1657.21,1725.3,1787.53,359,347,396.8,0.279,323
Fish (jack),"meat, fish and eggs",2025,29,273,0,,1787.53,1826.47,1608.91,1769.95,1777.41,323,526,338.5,0.271,293
Fish (jack),"meat, fish and eggs",2025,33,242,0,,1777.41,1787.53,1720.78,1784.11,1687.77,293,379,325.8,0.335,328
Fish (jack),"meat, fish and eggs",2025,38,211,0,,1687.77,1777.41,1745.03,1769.79,,328,359,334.5,0.303,394
Fish (sail fish),"meat, fish and eggs",2020,3,90,0,688.62,939.64,,,939.64,960.18,110,110,110.0,0.292,110
Fish (sail fish),"meat, fish and eggs",2020,7,59,0,722.29,960.18,939.64,,949.91,947.22,110,147,128.5,0.332,147
Fish (sail fish),"meat, fish and eggs",2020,11,30,1,710.56,947.22,960.18,,949.01,835.0,147,204,153.7,0.266,204
Fish (sail fish),"meat, fish and eggs",2020,16,364,0,705.0,835.0,947.22,,920.51,906.67,204,156,154.2,0.321,156
Fish (sail fish),"meat, fish and eggs",2020,20,334,0,692.72,906.67,835.0,939.64,912.27,983.88,156,110,160.2,0.342,134
Fish (sail fish),"meat, fish and eggs",2020,25,303,0,807.5,983.88,906.67,960.18,918.19,1034.11,134,147,165.8,0.274,169
Fish (sail fish),"meat, fish and eggs",2020,29,273,0,854.44,1034.11,983.88,947.22,939.92,1019.16,169,204,155.8,0.325,164
Fish (sail fish),"meat, fish and eggs",2020,33,242,0,842.34,1019.16,1034.11,835.0,985.96,1054.88,164,156,159.2,0.294,170
Fish (sail fish),"meat, fish and eggs",2020,38,211,0,884.5,1054.88,1019.16,906.67,1023.01,1054.88,170,134,159.8,0.323,136
Fish (sail fish),"meat, fish and eggs",2020,42,181,0,884.5,1054.88,1054.88,983.88,1040.76,2722.73,136,169,154.8,0.183,149
Fish (sail fish),"meat, fish and eggs",2022,28,273,0,,2722.73,1054.88,1034.11,1462.91,2884.44,149,164,139.5,0.223,103
Fish (sail fish),"meat, fish and eggs",2022,33,242,0,,2884.44,2722.73,1019.16,1929.23,2803.48,103,170,123.2,0.315,105
